job_title,company,date_posted,location,remote_status,employment_type,schedule,license_requirements,salary_range,job_description,apply_link,specialties,source_site,scraped_at
Quality Performance Specialist,Vytalize,2026-05-24,,Remote,Regular | Perm Employee,Regular | Perm Employee,Remote,$0 - $90,"Your OpportunityTheQuality Performance Specialistis responsible for supporting quality performance improvement across a network of practices participating in value-based care contracts, including MSSP, ACO REACH, Medicare Advantage, Commercial, and Medicaid programs. This role serves as a key partner to practices, providing education, performance insights, and strategic guidance to improve quality outcomes, documentation accuracy, and care delivery workflows. The Specialist works closely with internal teams and external stakeholders to ensure alignment between payer requirements, practice operations, and patient outreach efforts.What you will doPractice Performance & Improvement PlanningIdentify high-impact opportunities for improvement and develop actionable, practice-specific performance plansLead quarterly quality performance reviews for assigned practices, with monthly engagements for prioritized or underperforming practicesImplement targeted interventions for practices with gaps in quality performance or operational barriersCoordinate closely with Practice Transformation and other practice-facing teams to ensure aligned communication and strategyEducation & Workflow OptimizationProvide ongoing education to providers and practice staff on quality measures, value-based care requirements, and performance expectationsSupport CPT II coding education and adoption, particularly for private payer contractsAssist in the development and dissemination of educational materials, tip sheets, and training resourcesGuide practices in optimizing workflows related to preventive care, chronic disease management, and patient engagementCoach practices on gap closure strategies and integration of quality measures into daily operationsData Integrity & Quality ReportingTroubleshoot discrepancies between EHR data, internal reports, and payer-reported performanceIdentify and escalate EHR data integrity or feed issues to analytics and IT teamsConduct focused chart reviews to validate documentation accuracy and identify opportunities for improvementSupport the collection and validation of quality data needed to close care gaps across all lines of businessAssist with quality reporting and submission processes to ensure completeness, accuracy, and optimal performancePayer Alignment & Cross-functional CollaborationWork across all lines of business to ensure consistent understanding and execution of quality strategiesParticipate in payer-hosted quality meetings and incorporate updates into practice education and internal workflowsCollaborate with internal teams to align patient outreach strategies with practice needs and prioritiesWhat Will Make You Successful HereMinimum of 3 years of experience in healthcare quality, population health, value-based care, or ambulatory practice operationsExperience working with quality programs such as MSSP, ACO REACH, Medicare Advantage (HEDIS/Stars), or Commercial/Medicaid quality initiativesExperience supporting or engaging directly with primary care practices or provider groupsFamiliarity with EHR systems, clinical documentation workflows, and quality reporting processesStrong understanding of quality measures, gap closure strategies, and value-based care principlesAbility to interpret data and translate insights into actionable recommendations for practicesExcellent communication and presentation skills, with the ability to educate providers and clinical staff effectivelyStrong problem-solving skills with the ability to troubleshoot data and workflow issuesAbility to manage multiple priorities and work independently in a remote environmentCollaborative mindset with strong cross-functional partnership skillsPreferred QualificationsExperience with CPT II coding and documentation optimization strategiesKnowledge of eCQMs, digital quality measures, and electronic reporting requirementsExperience conducting chart reviews or supporting quality auditsBackground in primary care clinical operations or care delivery workflowsAdvanced proficiency in Excel or experience with healthcare analytics and reporting toolsCertification in healthcare quality (e.g., CPHQ) or a related fieldPerks/BenefitsCompetitive base compensationAnnual bonus potentialHealth benefits effective on start dateHealth & Wellness Program; up to $300 per quarter for your overall well-being available on start date401K plan effective on the first of the month after your start date; 100% of up to 4% of your annual salary5 sick days and unlimited (or generous) paid ""Vytal Time"" after your first 90 daysCompany paid STD/LTDTechnology setupAbility to help build a market leader in value-based healthcare at a rapidly growing organizationPlease note at no time during our screening, interview, or selection process do we ask for additional personal information (beyond your resume) or account/financial information. We will also never ask for you to purchase anything; nor will we every interview you via text message. Any communication received from a V...",https://jobs.ashbyhq.com/VytalizeHealth/746cf0c5-0f0c-4ac1-8640-d887db1dc497,"Case Management | Care Management, Coding, Quality, Registered Nurse | RN",Remote Nurse Connection,2026-05-31T10:58:04.949361
