job_title,company,date_posted,location,remote_status,employment_type,schedule,license_requirements,salary_range,job_description,apply_link,specialties,source_site,scraped_at
REMOTE FIELD RESOURCE NURSE (LPN / LVN),Float Health,2026-04-10,Remote,Remote,Full-time,"Days, Weekends",Must Be Licensed In: State Of Residency,"$52,000 - $60,000 Salary","Float is hiring a fully remote LPN/LVN to be the go-to support for our SuperNurses in the field! About Float Float is the full-stack platform for Specialty Pharma home infusion. We're on a mission to make healthcare safer, easier, and more efficient by connecting SuperNurses to home medication visits - moving all care that doesn't need a hospital to the home. Float connects nurses with patients so they can get treatments for their chronic conditions in the home rather than going into the overcrowded hospital. Our model benefits all stakeholders - patients get more convenient care, nurses access flexible work for better pay, pharmacies fill more prescriptions, hospitals reduce low-reimbursement admissions, and payors enjoy 12x reduced costs with home-delivered care. Having closed our Series A in 2023, we're at an inflection point in our growth. We've successfully demonstrated multi-state expansion, validated strong unit economics, and boast remarkable retention of patients, nurses, and pharmacies. We've facilitated over 82,000 patient visits and are scaling our platform, team, and operations to serve more geographies and patients. The Role The Field Resource Nurse (LPN/LVN) is part of Float's centralized Clinical Resource team. This role provides real-time phone support to independent contractor nurses in the field, helping them troubleshoot workflows, documentation, and therapy-related questions during active visits. You'll be the first line of contact for Float's field nurses, ensuring they feel supported, informed, and confident while providing patient care. In this role, you'll also be reviewing clinical documentation and helping create plans of treatment. This is a great opportunity for a licensed practical or vocational nurse with experience in infusion or specialty pharmacy who communicates clearly, stays calm under pressure, and enjoys helping other clinicians succeed. This is a first-of-it's-kind role for Float Health as we scale our Clinical Resource",https://app.nursefern.com,Nurse Consultant,NurseFern,2026-04-11T09:41:23.686114
"UM CLINICAL SPECIALIST RN - PHYSICAL HEALTH (FULL TIME, REMOTE, NORTH CAROLINA BASED)",Alliance Health,2026-04-10,Remote,Remote,Full-time,Days,Must Be Licensed In: North Carolina,"$68,227 - $86,990 Salary","The Utilization Management (UM) Clinical Specialist RN for physical health (PH) independently assesses the medical necessity of inpatient admissions, outpatient services, surgical and diagnostic procedures, and out of network services, monitors consumer treatment through ongoing and continuous review to ensure that services are delivered based on consumer need and established clinical guidelines, and identifies and follows-up on clinical cases of concern and high-risk/special needs consumers to ensure enrollees are linked to appropriate treatment resources. The UM Clinical Specialist RN - PH may represent the unit in cross agency collaborative needs. This position will allow the successful candidate to work a schedule that will be primarily remote. While there is no expectation of being in the office routinely, they will be required to come into the Alliance Office for business and team meetings as needed. Responsibilities & Duties Assesses the medical necessity of services Independently conduct medical necessity reviews of service requests submitted by service providers against developed clinical guidelines within contractually mandated turn-around times Ensure authorized services address appropriate service needs, intensity of service outcomes, and alternatives for consumers Provide a consistent application of medical necessity criteria for physical health services that promotes a holistic review of the member's needs Conduct pre-certification, concurrent, and retrospective reviews to ensure compliance with medical policy, member eligibility, benefits, and contracts Conduct utilization reviews to monitor adherence to clinical practice guidelines and best practice standards Notify members of adverse benefit determinations while preserving members' Due Process rights Ensure compliance with performance measures outlined within all accrediting body standards Perform other related duties as required by the immediate supervisor or other designated Alliance Health",https://app.nursefern.com,Utilization Review & Management (UR/UM),NurseFern,2026-04-11T09:41:25.791118
"REGISTERED NURSE - PATIENT EDUCATOR (PRN) IMMEDIATE OPENINGS - CHICAGO, IL",Abbott,2026-04-10,Remote,Hybrid,PRN/Per Diem,Days,Must Be Licensed In: Illinois,$22.45 - $44.85 Hourly,"Abbott's Diagnostics family of businesses, bringing together exceptional teams of experts and industry leading technologies. In this role, you will provide personalized Face-2-Face training to Acelis Connected Health's home testing customers on obtaining a finger stick blood sample, operating the PT/INR products and reporting responsibilities. The position of trainer is per-diem and state/city specific. This job description will be reviewed periodically and is subject to change by management. RESPONSIBILITIES: The Trainer will: Remotely set up training appointment directly with the customer/caregiver Travel to the customers home setting within the general geographic location of the Trainer's home Demonstrate and instruct the customer and/or their caregiver on the proper use and care of the PT/INR equipment. Explain test reporting options Communicate and present themselves in a professional manner Accurately document and submit patient training records electronically Maintain communications with Acelis Connected Health by cell phone, email and internet access Utilize secure encrypted email to communicate anything that includes customers PHI Have reliable transportation BASIC QUALIFICATIONS | EDUCATION: The Trainer must have clinical experience. Current Registered Nurse. Direct experience/exposure to anticoagulation management or homecare is preferred Health education training experience a definite plus No lifting over 15 pounds required without assistance COMPETENCIES/ EMPLOYMENT REQUIREMENTS Completion of assigned educational prerequisites required Proof of health screening documentation Web based and interactive training provided by Acelis Connected Health Successful completion of a consumer report (background check) and pre-employment drug screening Computer and Smart Device proficiency Own a computer personal Laptop or Desktop computer to complete company requirements if needed Have access to a printer Proficient in basic website and application",https://app.nursefern.com,Nurse Consultant,NurseFern,2026-04-11T09:41:27.894374
PER DIEM CHART REVIEWER,Daymark Health,2026-04-10,Remote,Remote,PRN/Per Diem,,Must Be Licensed In: State Of Residency,$40 - $55 Hourly,"As a Per Diem Chart Reviewer at Daymark, you will be a key member of the Enrollment and Care Teams, supporting accurate program eligibility determinations for patients. You will review medical records, apply established clinical criteria, and ensure documentation supports eligibility for Daymark programs. Your role is essential in maintaining the integrity of our care delivery and supporting patients. WHAT YOU'LL DO In this role, you will conduct thorough reviews of medical records to support program eligibility determinations. On a day-to-day basis, this may include: Chart Review: Conduct retrospective and concurrent reviews of inpatient, outpatient, and ancillary medical records to assess whether clinical documentation supports eligibility for Daymark Health's programs. Criteria Application: Apply established clinical criteria and program-specific guidelines to evaluate medical necessity and eligibility determinations. Clinical Documentation: Accurately abstract and document relevant clinical findings, diagnoses, procedures, and treatment history from the medical record. Escalation & Collaboration: Identify documentation gaps or inconsistencies and escalate cases requiring physician or supervisor review as appropriate. Compliance: Maintain strict confidentiality of all patient health information in accordance with HIPAA regulations and Daymark's policies, procedures, and documentation standards. Quality Assurance: Participate in audits, quality reviews, and process improvement initiatives as requested, and stay current on program eligibility criteria and relevant regulatory updates. What We Are Looking For Experience: An active, unrestricted Registered Nurse (RN) license in good standing is required. A minimum of 5 years of Oncology nursing experience required, with experience in case management strongly preferred. Clinical Knowledge: Working knowledge of medical terminology, and clinical documentation standards. Comfort with Technology: Proficiency with elect",https://app.nursefern.com,"Data Abstraction, Nurse Consultant",NurseFern,2026-04-11T09:41:29.984330
REGISTERED NURSE TRIAGE AND TRANSITIONS,Intermountain Health,2026-04-10,Remote,Remote,Full-time,Days,"Must Be Licensed In: Colorado, Montana",$34.53 - $52.25 Hourly,"The RN Transition and Triage Care Manager offers comprehensive, time-limited services to patients and their families, ensuring continuity of care as they move across healthcare settings and clinicians. This role aims to prevent health complications, connect patients to resources, and guide them to the appropriate level of care. Utilizing clinical expertise, technology, and evidence-based practices, the manager assesses, plans, implements, and evaluates patient care through telephone or digital communication methods. Effective collaboration with patients, families, healthcare providers, payers, community-based providers, and other involved parties is essential to deliver efficient, effective, and patient-centered care management services. The manager operates in various settings, including triage, transitions of care, clinics, communities, and post-acute care environments. Position Details: The RN Triage and Transition is a remote position; however the caregiver must reside in Colorado or Montana and be within close proximity to an Intermountain Health Facility (preferably under an hour). Essential Functions Patient Identification and Assessment: Identifies patients for proactive interventions using specific screening criteria, medical record review, payor models, medical risk scores, or referrals. Assesses patients' medical, functional, and social conditions per department policy/guidelines to develop individualized care plans, care recommendations, or referrals as appropriate. Care Plan Management: Coordinates with internal and external services for social determinants of health (SDoH) needs and care in the community. Evaluates the effectiveness of the patient's care plan and outcomes. Modifies the plan of care or specific interventions, as appropriate. Acute Symptom Triage: Conducts remote nursing assessments: Utilizes critical thinking skills to assess patient symptoms, medical history, and concerns, applying evidence-based protocols to determine appropriate",https://app.nursefern.com,Triage,NurseFern,2026-04-11T09:41:32.088054
"REGISTERED NURSE, TRANSFER CENTER - P/T - REMOTE - MUST LIVE IN COLORADO",Denver Health,2026-04-10,Remote,Remote,Part-time,Days,Must Be Licensed In: Colorado,$39.6 - $63.54 Hourly,"We are recruiting for a mission-driven Registered Nurse, Transfer Center - P/T - Remote - Must Live in Colorado to join our team! We're with you for life's journey. At Denver Health, purpose isn't just something we believe in-it's something we live every day, for life's journey. Our Values Respect | Belonging | Accountability | Transparency Department Access DH Transfer Center Job Summary Under minimal supervision, facilitates the coordination of patient management for elective, direct, urgent and emergent patient flow in and out of the health system. Initiates appropriate order sets and pathways based on admission diagnosis. Arranges MD to MD consults, admission through patient tracking system, bed assignment, transportation, RN to RN reports and ED/OR notification as needed. Under minimal supervision, provide telephonic case management for members of a Managed Care Organization to include care coordination triage and utilization management admission orders for bed placement repatriation to Denver Health. Uses the nursing process to assess the patient's needs and identify appropriate resources necessary to provide the best options for the patient's situation. Provide essential communication and collaborate among all disciplines of the health care team. Responsible for the daily management of on call schedule changes for essential services provided in the health system Essential Functions: Facilitates the process of acceptance and transfer of external patients from multiple sources to ensure appropriate course of action. (40%) Triage all Managed Care notification of patients in out of network hospitals. (10%) Relays findings to multidisciplinary teams such as ADU and Hospitalists Admission Team. (5%) Facilitates effective and appropriate use of healthcare resources for patients with complex medical and/or psychosocial needs. Understands members' eligibility and benefit coverage. (5%) Review Clinical Notes and Case Presentation. (5%) Facilitate and manage",https://app.nursefern.com,Nurse Consultant,NurseFern,2026-04-11T09:41:34.188457
UTILIZATION REVIEW COORDINATOR RN (PART-TIME),University of Michigan,2026-04-10,Remote,Remote,Part-time,Days,Must Be Licensed In: Michigan,$0 - $0 Salary,"This position plays a pivotal role in maintaining the fiscal health of the organization by ensuring the organization is fully reimbursed. Educating and consulting with the physician and the health care team to ensure accuracy of medical necessity criteria and to ensure timely and appropriate level of care is achieved. This requires excellent time management and prioritization skills along with collaboration with the provider and case management teams. Responsibilities (30%)* Performs admission, concurrent and focused reviews using the medical necessity criteria and complies with CMS requirements. Perform admission/continued stay/discharge reviews when applicable. (30%)* Determines necessity of second-level review and implement process per hospital policy. Provide educational information to physicians and other staff members as appropriate regarding medical necessity criteria, documentation guidelines, admission status, etc. and collaborates with the care team. (15%)* Assist UR Committee and subcommittees in identifying areas of mis-utilization. Perform Hospital- wide quality assurance activities as requested. (15%)* Facilitate appropriate insurance pre-certification, appropriate admission and status of patient. Successfully negotiates patient status with the payer. (10%)* Attend and participate in case management and discharge planning as required. OTHER DUTIES AND RESPONSIBILITIES: Complete denial appeals with physician and additional chart information, coordinate information and send in appeal. Coordinate with Appeals RN, as needed. Maintain documentation of reviews, telephone contacts, appeal activity and progress. Provides pertinent clinical data to designated outside agencies to assure compliance with their requirements. Participates in Continuous Quality Improvement as required by the Medical Center and the job description. Is skilled in determining the need for and implementing the hospital notice of non coverage. Understands a",https://app.nursefern.com,Utilization Review & Management (UR/UM),NurseFern,2026-04-11T09:41:36.278851
"REGISTERED NURSE - CASE MANAGER, UTILIZATION MANAGEMENT, SUPPLEMENTAL - RN *REMOTE*",Mayo Clinic,2026-04-10,Remote,Remote,PRN/Per Diem,Days,"Must Be Licensed In: Compact, Arizona",$43.56 - $65.39 Hourly,"At Mayo Clinic, you will become a vital member of a dynamic team at one of the world's most exceptional health care institutions. Our Nursing Care Model combines Relationship-Based Care with an evidence-based approach. This allows for a stronger connection between patient and caregiver, and a more individualized, appropriate type of care. You will also discover a culture of teamwork, professionalism and mutual respect, and-most importantly-a life-changing career. Job Description City Phoenix State AZ Remote YES Department Nursing Why Mayo Clinic Mayo Clinic is top-ranked in more specialties than any other care provider according to U.S. News & World Report. As we work together to put the needs of the patient first, we are also dedicated to our employees, investing in competitive compensation and comprehensive benefit plans(opens in new window) - to take care of you and your family, now and in the future. And with continuing education and advancement opportunities at every turn, you can build a long, successful career with Mayo Clinic. Benefits Highlights Medical: Multiple plan options. Dental: Delta Dental or reimbursement account for flexible coverage. Vision: Affordable plan with national network. Pre-Tax Savings: HSA and FSAs for eligible expenses. Retirement: Competitive retirement package to secure your future. Responsibilities The Registered Nurse (RN) Case Manager works within an interdisciplinary team to facilitate the patient plan of care throughout the continuum of care by ensuring appropriate utilization management, care coordination, resource utilization, and clinical documentation. The RN Case Manager will function within the Mayo Clinical Nursing Professional Practice Model, which includes accountability for assessing, planning, implementing, evaluating, and communicating the patient care plan progression. The RN Case Manager utilizes the principles of mutual respect, patient/family advocacy and provides leadership within the team of internal",https://app.nursefern.com,"Case Management (CM), Utilization Review & Management (UR/UM)",NurseFern,2026-04-11T09:41:38.368586
REGISTERED NURSE RN TELEHEALTH SERVICES,Banner Health,2026-04-10,Remote,Hybrid,Full-time,"12hr shifts, Nights",Must Be Licensed In: Arizona,$0 - $0 Salary,"Are you a seasoned ICU nurse ready to leverage your critical thinking skills in an innovative way? We're seeking an experienced RN to join our TeleICU team, where you'll work the 6:00 PM - 6:30 AM shift three nights per week with weekend and holiday rotation. You will serve as a vital remote resource monitoring ICU, PCU, and CAF patients through cutting-edge audio/visual technology. Your mission? Identify adverse trends before they become adverse outcomes, collaborating seamlessly with bedside staff as both partner and expert resource in delivering exceptional patient care. This isn't just monitoring-it's proactive intervention that saves lives. If you're looking to expand your nursing career beyond the bedside while remaining deeply connected to critical care excellence, this is your opportunity to be part of Banner Health's innovative approach to patient safety and surveillance. Banner Health leverages telehealth technology to improve patient care and support the rapid changes within the health care environment. Regardless of patient location, The Banner telehealth team responds to requests for help from bedside care teams, monitors for adverse trends and intervenes before adverse trends become adverse outcomes, monitors and supports ""best practice"" compliance and measures clinical outcomes. POSITION SUMMARY This position assists with comprehensive care coordination in patient populations as assigned in accordance with established policies, procedures, regulatory and accreditation requirements, as well as applicable professional standards including telehealth nursing guidelines. Coordination and outcome measurements are provided via audio/visual technology, collected and other interfaced data elements in a remote operations center (ROC). CORE FUNCTIONS 1. Participates in population health management across the continuum to achieve optimal clinical, financial, operational, and patient satisfaction outcomes. 2. Collects and reviews patient information while appl",https://app.nursefern.com,Virtual Care,NurseFern,2026-04-11T09:41:40.467615
UTILIZATION MANAGEMENT RN (MNA) ATRIUS HEALTH,UnitedHealth Group,2026-04-10,Remote,Remote,Full-time,Days,Must Be Licensed In: Massachusetts,$28.94 - $51.63 Hourly,"Explore opportunities with Atrius Health, part of the Optum family of businesses. We're an innovative health care leader and multi-specialty group practice, delivering an effective, connected system of care for adult and pediatric patients at 28 practice locations in eastern Massachusetts. Our entire team of providers (physicians, PA/NPs and ancillary clinicians) works collaboratively with a value-based philosophy within our group practice as well as with hospitals, rehab and nursing facilities. Be part of our vision to transform care and improve lives by building trust, understanding and shared decision-making with every patient. Join us and discover the meaning behind Caring. Connecting. Growing together. Position in this function is responsible for providing on-site transitional care coordination to ensure safe transitions of care and optimal communication between treating facility, Patient/Family and Atrius Health. Responsible for coordinating patient transitions from Hospital to home or other care settings, ensuring a smooth discharge process and continuity of care Position Details: Location: Remote (MA residents only) Department: Utilization Management Schedule: 40HRS Weekly M-F 8:00am- 4:30pm If you are MA licensed RN, you will have the flexibility to work remotely* as you take on some tough challenges. Primary Responsibilities: Provides direct referral source servicing at identified facility, building and enriching relationships, identifying needs, problem solving and meeting or exceeding expectations of external customers Serves as an extension of the Atrius Health practice site, connecting with Atrius Health patients and/or families to bridge the Atrius Health practice to the patient Conducts review of the medical record for Atrius Health adult medical or surgical hospitalized patients Conducts initial assessment of patient within 24 - 48 hours (business days of admission) Subsequent review/progress note at least every 7 days or accompanying a chan",https://app.nursefern.com,Utilization Review & Management (UR/UM),NurseFern,2026-04-11T09:41:44.668637
