job_title,company,date_posted,location,remote_status,employment_type,schedule,license_requirements,salary_range,job_description,apply_link,specialties,source_site,scraped_at
"Nurse Quality Specialist, ASCO QOPI",The Oncology Institute of Hope and Innovation,2026-02-08,,Remote,Regular | Perm Employee,Regular | Perm Employee,"In Person Meetings, Remote","$91,574.53-$109,817","About The Oncology Institute ([www.theoncologyinstitute.com](http://www.theoncologyinstitute.com)):Founded in 2007, The Oncology Institute (NASDAQ: TOI) is advancing oncology by delivering highly specialized, value-based cancer care in the community setting. TOI offerscutting-edge, evidence-based cancer care to a population of approximately1.9 million patients, including clinical trials, transfusions, and other care delivery models traditionally associated with the most advanced care delivery organizations. With over 180 employed and affiliate clinicians and over 100 clinics and affiliate locations of care across five states and growing, TOI is changing oncology for the better.The estimate displayed represents the typical wage range of candidates hired. Factors that may be used to determine your actual salary may include your specific skills, how many years of experience you have and comparison to other employees already in this role.Pay Transparency for salaried teammates$91,574.53-$109,817.82USD",https://job-boards.greenhouse.io/theoncologyinstitute/jobs/7610928003,"Data Abstraction, Entry Level, Featured, Licensed Practical Nurse | LPN | LVN, Quality, Registered Nurse | RN",Remote Nurse Connection,2026-02-15T09:34:05.288510
