job_title,company,date_posted,location,remote_status,employment_type,schedule,license_requirements,salary_range,job_description,apply_link,specialties,source_site,scraped_at
NURSE MANAGER,Prenuvo,2026-01-27,Remote,Remote,Full-time,Days,Must Be Licensed In: State Of Residency,"$110,000 - $120,000 Salary","The Nurse Manager serves as the central leader, coordinator, and operational liaison for Prenuvo's Registered Nurse (RN) team. This role manages a high-performing team of remote nurses who support complaint ticket review, appropriateness reviews, patient education calls, research initiatives, and cross-functional work with Preventive Medicine and Quality. The manager will build the measurement infrastructure, including dashboards, KPIs, workflow visibility, and ensure resources are deployed in an agile, intelligent way to support business priorities. The ideal candidate is a proactive, operations-minded nurse leader who thrives in a remote, startup-style environment, values mentorship and collaboration, and is motivated by the opportunity to help shape and scale a modern, patient-centered care model. Help reshape the world through proactive healthcare while working with cutting-edge technology and high performing teams with deep expertise - join us to make a difference in people's lives! What You'll Do Leadership & Team Mentorship Serve as the primary point of contact for the RN team, providing mentorship, guidance, and first-line support for workflow, process, and communication questions. Model Prenuvo's values and set the tone for collaboration, accountability, and clinical excellence in a fully remote setting. Reinforce adherence to policies, SOPs, and consult support workflows through peer mentorship and consistent follow-through. Partner with the Chief Nurse Executive and NP Pod Leads to align RN operations with organizational priorities and patient experience standards. Support the onboarding and continuous training of new RNs, in collaboration with the Senior Manager of Clinical Education, ensuring readiness and competency in telehealth workflows. Operational Oversight & Workflow Collaboration Oversee resource management for the RN team, ensuring appropriate allocation of nurses to pods, cross-coverage needs, and deployment to special projects as assi",https://app.nursefern.com,,NurseFern,2026-01-28T09:36:39.154133
OCCUPATIONAL HEALTH NURSE (1099),Habitat Health,2026-01-27,Remote,Remote,Part-time,Days,Must Be Licensed In: California,$57 - $72 Hourly,"Please note, this is a 1099 consulting role working an average of 10 hours per week. Must be located in CA. Role Scope: The Occupational Health Nurse is responsible for protecting and promoting the health and safety of team members by managing employee health programs, regulatory compliance, and infection prevention initiatives. This role ensures employees meet health clearance requirements, responds to occupational exposures, supports workplace safety, and partners closely with Practice/Clinical Operations, People Operations, and Clinical leadership to maintain a healthy workforce in a regulated healthcare environment. Oversees the pre-employment medical clearance process and annual employee health screenings (immunizations, TB testing, respirator clearance, fit testing, drug testing coordination). Partners with new team members to collect and evaluate medical records, place orders with occupational health vendor, and interpret test results aligned to Habitat Health policies. Maintain employee health records in accordance with organizational policy, OSHA, CDC, and state requirements. Promote promotion of work-related exposures, identification of work-related risks and Partner with Practice/Clinical Operations to implement exposure mitigation, surveillance, and outbreak response measures. Perform post-exposure evaluations and follow-up (e.g., bloodborne pathogen exposures). Support infection prevention and control programs, including respiratory protection programs. Develop and support employee wellness, health education, and injury prevention initiatives. Assist with seasonal and annual vaccination and testing campaigns. Serve as a clinical resource for managers and employees regarding occupational health concerns. Support emergency preparedness and response planning as needed. Qualifications: Active, unrestricted Registered Nurse (RN) license in the applicable state(s). Minimum of 2-3 years of nursing experience, preferably in occupational h",https://app.nursefern.com,"Case Management (CM), Nurse Consultant",NurseFern,2026-01-28T09:36:41.257901
RN - FLOAT POOL,Cadence,2026-01-27,Remote,Remote,Full-time,"10hr shifts, 12hr shifts",Must Be Licensed In: Compact,"$85,000 - $95,000 Salary","The Float Pool Registered Nurse supports Cadence patients by monitoring the alert board, responding to urgent clinical needs, and providing flexible coverage across care delivery workflows. This role requires a highly adaptable RN who can move seamlessly between alert monitoring, triage, and care management support to ensure continuity of care for patients with chronic conditions. Licensure Requirements Active Compact Multi-State RN license Active RN licensure in one or more of the following states: CA, NY, or HI Schedule Requirements: Option 1: Alternating 3x12 / 4x12 Schedule 12-hour shifts from 8:00 AM to 8:00 PM in your local time zone Schedule A: Sunday, Monday, Tuesday, with every other Wednesday Schedule B: Thursday, Friday, Saturday, with every other Wednesday Option 2: Fixed 4x10 Schedule 10-hour shifts from 8:00 AM to 7:00 PM in your local time zone Schedule A: Sunday, Monday, Tuesday, Wednesday Schedule B: Wednesday, Thursday, Friday, Saturday Note: All schedules include a one-hour unpaid lunch break. What You'll Do Monitor patient vitals, symptoms, and lab data via the alert board to identify patients in need of clinical intervention Respond to inbound patient clinical questions and escalations by phone and text message Conduct timely outreach to patients with abnormal readings to assess clinical status and triage appropriately Follow established triage protocols to determine next steps, including provider escalation, after-hours care, emergency referral, or 911 activation when necessary Document all patient interactions, assessments, and interventions accurately in the Cadence platform Support virtual follow-ups with patients to reinforce care plans, medication adherence, and lifestyle goals Assist with care coordination and development of clinical summaries for patients' physicians Provide flexible coverage across clinical programs, including alert monitoring, CCM, and APCM, based on daily staffing needs Help Cadence scale exceptional care deliv",https://app.nursefern.com,"Case Management (CM), Triage",NurseFern,2026-01-28T09:36:43.399684
CALL CENTER NURSE RN - PART-TIME,UnitedHealth Group,2026-01-27,Remote,Remote,Part-time,"Days, Evenings, Weekends",Must Be Licensed In: State Of Residency,$28.94 - $51.83 Hourly,"Explore opportunities with Optum, in strategic partnership with ProHealth Care. ProHealth Care is proud to be a leader in health care services, serving Waukesha County and the surrounding areas for more than a century. Explore opportunities across the full spectrum of care as you help us improve the well-being of the community with your skills, compassion and innovation. Be part of a collaborative environment that strives for excellence, nurtures respect and ensures high-quality care delivery to our patients. Join us in making an impact as an Optum Team Member supporting Pro Health Care and discover the meaning behind Caring. Connecting. Growing together. Positions in this function require various nurse licensure and certification based on role and grade level. Licensure includes RN, depending on grade level, with current unrestricted licensure in applicable state. Roles are responsible for providing telephonic clinical assessments utilizing approved medical protocols per policy and recommending an appropriate level of clinical care based on clinical judgment and protocols. You'll enjoy the flexibility to telecommute* from anywhere within the U.S. as you take on some tough challenges. There are two schedules for this position: Schedule 1: Sunday, 10AM - 2PM CST, Monday, 7AM - 1PM CST, Tuesday, 7AM - 12PM CST, Wednesday 7AM - 12PM CST (20 hours) Schedule 2: Saturday, 10AM - 2PM CST, Monday, 1PM - 7PM CST, Tuesday, 2PM - 7PM CST, Friday, 2PM - 7PM CST Primary Responsibilities: Analyzes and investigates Provides explanations and interpretations within area of expertise Uses pertinent data and facts to identify and solve a range of problems within area of expertise Investigates non-standard requests and problems, with some assistance from others Works exclusively within a specific knowledge area Prioritizes and organizes own work to meet deadlines Provides explanations and information to others on topics within area of expertise Assess patient's health status",https://app.nursefern.com,Triage,NurseFern,2026-01-28T09:36:47.617255
CENTRAL INTAKE LPN,UnitedHealth Group,2026-01-27,Remote,Remote,Full-time,Days,Must Be Licensed In: State Of Residency,$17.98 - $32.12 Hourly,"Explore opportunities with Elite Home Health, a part of LHC Group, a leading post-acute care partner for hospitals, physicians and families nationwide. As members of the Optum family of businesses, we are dedicated to helping people feel their best, including our team members who create meaningful connections with patients, their families, each other and the communities we serve. Find a home for your career here. Join us and embrace a culture of Caring. Connecting. Growing together. The Central Intake Coordinator in Home Health provides administrative support to Central Intake Teams by adequately triaging incoming calls and entering referrals in operating system. Receives and communicates accurate referral information within Central Intake as well as to Branches. You'll enjoy the flexibility to work remotely * from anywhere within the U.S. as you take on some tough challenges. Primary Responsibilities: Answers phones and appropriately triages phone calls to Central Intake Teams Effectively communicates patient/referral information to appropriate Central Intake Staff and branches Obtains demographic and clinical information from clients, physicians office and other referral sources to compile referrals Coordinates communication of referral information with Central Intake Nurses Transfers High Tech/nurse specific referral calls to Central Intake Nurses Triages incoming calls and messages from referral sources, etc. Relays messages as appropriate or transfer to voice mailbox Coordinator must exercise discrimination and diplomacy on obtaining information from callers for persons not immediately available Provides general information about agency services to patient family, and other referral sources as needed Data enter Central Intake and branch referrals into the mainframe as needed Attends and participates in workshops, continuing educational programs, seminars, etc. to keep abreast of current departmental changes Attends and participates in annual in-servi",https://app.nursefern.com,"Case Management (CM), Triage, Telehealth",NurseFern,2026-01-28T09:36:49.718021
TELEHEALTH PREVENTATIVE PRIMARY CARE ADVANCED PRACTICE PROVIDER,Devoted Health,2026-01-27,Remote,Remote,Full-time,,Must Be Licensed In: Arizona,"$120,000 - $155,000 Salary","Full-time (40 hours/week)  Fully Remote Position Schedule options: Standard schedules available; eligibility for 4x10 schedule after successful completion of first 90 days (post onboarding) and performance expectations. About the Role As a Devoted Preventative Primary Care Provider, you'll be part of a mission-driven, interdisciplinary clinical team focused on improving the health, dignity, and quality of life of our members. You'll meet patients in the first step of their primary care journey with Devoted Medical. You'll conduct 1 hour comprehensive clinical assessments, support chronic condition management, and emphasize preventative and proactive care. You'll collaborate closely with primary care providers, specialists, pharmacists, nurses, care coordinators, caregivers, and families to deliver coordinated, member-centered care. This role sits at the intersection of preventative care, primary care and complex care management - it is not a traditional primary care panel role, and it's not a one-time Annual Wellness Visit role. You'll develop a relationship with your members while working in a supportive, tech-enabled environment designed to optimize clinical time and connection. What You'll Do Conduct primarily telehealth video visits, with limited and occasional in-home visits to members in your local area. Perform comprehensive assessments and provide evidence-based care focused on prevention, chronic condition support, medication optimization, and health maintenance. Identify and address care gaps, coordinate with external and internal care team members, and contribute to individualized, whole-person care plans. Utilize integrated technology and AI-enabled workflows to reduce administrative burden and maximize meaningful member interaction time. Communicate with empathy and clarity, fostering trust and confidence with members and caregivers. Required Skills & Experience Active Nurse Practitioner (APRN/NP) or Physician Assistant (PA) license. 3+ year",https://app.nursefern.com,Telehealth,NurseFern,2026-01-28T09:36:51.816245
"REMOTE TELEPHONIC CARE NURSE, PER DIEM (15 HOURS)",NYU Langone Health,2026-01-27,Remote,Remote,PRN/Per Diem,,Must Be Licensed In: New York,$43.39 - $55 Hourly,"We have an exciting opportunity to join our team as a Telephonic Care Nurse, Per Diem. This 100% remote position is only open to candidates that permanently reside in the following states: New York, Vermont, New Hampshire, Pennsylvania, New Jersey, Connecticut, Massachusetts, Rhode Island, Delaware, Maryland, Washington DC, North Carolina, Minnesota, Georgia, Florida, Colorado, Utah, California, Oregon and Washington. NYU Langone Department of Medicine, Division of Geriatric Medicine and Palliative Care presents an exciting opportunity for nurses passionate about delivering telephonic palliative care management. In this role, the successful candidate will provide telephonic palliative care to Patients Living with Alzheimers Disease and other related dementia after discharge from the Emergency Department or Emergency Department Observation Unit. Nurse-led telephonic case management will be conducted for clinical sites across NYU Langone Health. Key practices will include transitional care, serious illness communication and establishing goals of care, symptom assessment and management, collaborating with key healthcare providers to coordinate care and patient and family needs, and caregiver support. The successful candidate will receive clinical training on telephonic administered care to ensure appropriate patient-caregiver-clinician communication and effective palliative care delivery. The nurse will be clinically supervised by a palliative nurse leader and administratively supervised by the Assistant Director of the ED-LEAD project. Job Responsibilities: Quality/Performance Outcomes: Participates in center-based quality and performance improvement program consistent with service and departmental programs. Maintain awareness of current evidence-based practices and uses research data applicable to patient care. Participates in clinical inquiry and activities to foster an evidence-based practice. Participates in quality improvement programs and activities that",https://app.nursefern.com,Triage,NurseFern,2026-01-28T09:36:56.025052
VIRTUAL CARE NURSE PRACTITIONER (NEW YORK LICENSED),Tia,2026-01-27,Remote,Remote,Full-time,,Must Be Licensed In: New York,"$125,000 - $140,000 Salary","About the role: We're looking for a Full Time Nurse Practitioner passionate about women's health for Tia's Virtual Care Team. As a Virtual Nurse Practitioner, you will be an integral part of the care delivery system. You will see patients virtually and deliver comprehensive and integrative care spanning across gynecology and primary care services: from virtual annual visits to birth control consults to flu/cold consults and dermatology management. Further, you will remotely triage, diagnose, and treat patients via our proprietary chat software. Nurse Practitioners are integral to the formation and iteration of our technology development and care model. In addition to your clinical role, you'll have an opportunity to shape the Tia care model and improve our technology tools. You'll collaborate with our product & engineering teams to share insights and feedback. A bit about you: Values and abilities you'll bring to Tia: You're motivated to elevate women's care by bringing a shared-decision making approach to women's health. You believe that each woman knows her body best, though she may need help interpreting what the signs mean. Your mission as a woman's healthcare provider is to help your patients understand those signs and develop robust, multi-faceted treatment plans to reach health goals. You practice this by being a true partner on a patient's health journey, never dogmatic, rigid or glued to institutions. You are an incredibly good question-asker & prober, this allows you to identify nuances of a patient's life that could be pertinent to their story. You're like a detective -- but you do this with an elegance that makes the patient feel at ease sharing deeply personal information. You're facile with technology, comfortable and experienced providing high quality care digitally via telemedicine and interested in the process of developing new technology to support the highest quality clinical care.. You're data driven and consistently incorporate new an",https://app.nursefern.com,Telehealth,NurseFern,2026-01-28T09:36:58.117645
RN POPULATION HEALTH RISK ADJUSTMENT PHOENIX,Banner Health,2026-01-27,Remote,Remote,Full-time,Days,Must Be Licensed In: Arizona,$35.43 - $59.05 Hourly,"Department Name: AZ Pop Health-Clinic Work Shift: Day Job Category: Nursing Estimated Pay Range: $35.43 - $59.05 / hour, based on location, education, & experience. In accordance with State Pay Transparency Rules. Health care is changing, and it's our goal to create a new model to answer America's health care challenges today and in the future. Our passionate and talented teams will be the change on the health care landscape in our communities big and small. This is the perfect opportunity for a Registered Nurse with experience in population health strategies including quality, value based measures, and/or risk adjustment. The Registered Nurse should have experience in developing collaborative relationships with physicians/APPs, strong communication skills, and be comfortable presenting information within a group setting. In this role you will have the opportunity to work alongside Medical Group Executive leadership while developing relationships with all Banner employees in a true collaborative integrated team model. Your focus in this role will be workflows and operations and you would be responsible for multiple geographic areas in the west valley. You would have true collaboration amongst service line partners and high visibility with senior executives. At Banner Medical Group, you'll have the opportunity to perform a critical role in the community where you practice. Banner Medical Group provides both primary and specialty care throughout the communities in which Banner Health operates. We do this in a variety of settings - from smaller group practices like our Banner Health Clinics in Colorado and Wyoming, to large multi-specialty Banner Health Centers in the metropolitan Phoenix area. We currently have more than 1,000 physicians and more than 3,500 total employees in our group and are seeking others to enhance our ability to deliver our nonprofit mission of providing excellent patient care. POSITION SUMMARY This position provides clinical and ope",https://app.nursefern.com,Case Management (CM),NurseFern,2026-01-28T09:37:00.218798
REGISTERED NURSE RN -NURSING EDUCATION,Ascension,2026-01-27,Remote,On-site,Full-time,Days,Must Be Licensed In: Florida,$0 - $0,"Details Department: Employee Education Schedule: Monday - Friday; 8:00 a.m. - 4:30 p.m.; some weekends, some early mornings, flex Hospital: Ascension Sacred Heart Panama City Location: Panama City, Florida Benefits Paid time off (PTO) Various health insurance options & wellness plans Retirement benefits including employer match plans Long-term & short-term disability Employee assistance programs (EAP) Parental leave & adoption assistance Tuition reimbursement Ways to give back to your community Benefit options and eligibility vary by position. Compensation varies based on factors including, but not limited to, experience, skills, education, performance, location and salary range at the time of the offer. Responsibilities Assess, plan, implement and evaluate educational activities related to nursing clinical areas across the continuum of care. Serve as a strategic consultant for nursing clinical performance initiatives to create, implement, and evaluate multi-faceted competency-based programs, delivery mechanisms, and clinical performance. Collaborate with leaders and staff to assess nursing educational needs and competencies. Develop, implement, and evaluate nursing and clinical educational plans/programs. Utilize methods, measurements and tools to evaluate achievement of learning goals. Consult on the analyze, design, development, implementation, and evaluation of Nursing Professional Development (NPD) programs and performance processes that support core nursing and clinical competency across the organization. Manage performance and competency standards for inter-professional programs to support practice at the highest extent of licensure. Requirements Licensure / Certification / Registration: BLS Provider obtained within 1 Month (30 days) of hire date or job transfer date. American Heart Association or American Red Cross accepted required. Registered Nurse credentialed from the Florida Board of Nursing obtained prior to hire date or job transfer date re",https://app.nursefern.com,Education,NurseFern,2026-01-28T09:37:06.533476
