job_title,company,date_posted,location,remote_status,employment_type,schedule,license_requirements,salary_range,job_description,apply_link,specialties,source_site,scraped_at
"CARE INTEGRATION MANAGER, HOSPICE",BAYADA,2026-02-27,Remote,Hybrid,Full-time,Days,Must Be Licensed In: Pennsylvania,,"BAYADA Home Health Care is currently seeking a Care Integration Manager to support our hospice team in Horsham, PA. Care Integration Managers will manage, and support the transition of complex, chronically ill clients between BAYADA Home Health and Hospice practices, using data to proactively advocate for and coordinate the utilization of the most appropriate benefit at the right time. This is a hybrid position, with weekly travel to Horsham, PA and travel through Bucks, Montgomery and Philadelphia counties, as-needed. Qualifications of the Care Integration Manager: Four (4) year college degree. Five (5) years' experience in nursing, social work, care coordination, and care integration in a relative specialty (home health, hospice, etc.) Excellent verbal and written communication skills. Ability to work seamlessly across settings and practice lines in a highly matrixed local environment. Demonstrated record of strong interpersonal and organizational skills Competence in basic PC skills required to perform job functions. (Word, Excel, SharePoint, Outlook) Ability to read, write and effectively communicate in English. Responsibilities of the Care Integration Manager: Develop working knowledge of BAYADA's mission, services, people, organization, policies and procedures. Develop a yearly care integration plan and set strategic quarterly goals. Interact with referral sources to facilitate transition of BAYADA clients across the continuum of care and foster positive long-term relationships to represent BAYADA as the preferred home health/hospice provider for complex, chronically ill patients in late life. In collaboration with the client's physician, educate and engage prospective clients and their families about hospice and prepare them for the transition to end-of-life care. Promote effective care coordination between BAYADA Home Health and Hospice and communicate clinical status and staffing needs to each service office. Manage routine Care Integration touchpoints uti",https://app.nursefern.com,Case Management (CM),NurseFern,2026-02-27T09:43:04.588796
RN Utilization Management ONSITE,MedStar Health,2026-02-26,"Washington, DC",On-site,Regular | Perm Employee,Regular | Perm Employee,ON-SITE,,"MedStar Family ChoiceWashington, DCNursingUtilization ReviewFull TimeDayOnsite159354About the JobGeneral Summary of PositionResponsible for evaluating the necessity appropriateness and efficiency of the use of medical services procedures and facilities. Responsible for clinical review of acute care services based on Medically Necessity criteria the management of quality health care resources for achievement of desired outcomes and coordination of alternative levels of care in a timely and in the most cost-effective manner.We recruit retain and advance associates with diverse backgrounds skills and talents equitably at all levels.Primary Duties and ResponsibilitiesContributes to the achievement of established department goals and objectives and adheres to department policies procedures quality standards and safety standards. Complies with governmental and accreditation regulations.Acts as a liaison to MedStar Family Choice (MFC) contracted vendors to facilitate care. Identifies gaps in contracted services and develops a plan to access care.Acts as an advocate while assisting members to coordinate and gain access to medical psychiatric psychosocial and other essential services to meet their healthcare needs. Authorizes and monitors covered services according to policy.Attends and participates in MFC staff meetings Clinical Operations department meetings Special Needs Forums work groups etc. as assigned. Provides input completes assignments and shares new findings with other staff. Participates in meetings and on committees and represents the department and MFC in community outreach efforts. Participates in multi-disciplinary quality and service improvement teams.Demonstrates behavior consistent with MedStar Health mission vision goals objectives and patient care philosophy.Demonstrates skill and flexibility in providing coverage for other staff.Identifies inpatients requiring additional services and initiates care with appropriate providers. Demonstrates emphasis on quality patient care during the pre-admission and/or concurrent review process. Authorizes services according to MedStar Family Choice policy.Initiates contact with providers to obtain clinical information to facilitate approval or pending of pre-authorization requests inpatient stays and retrospective reviews.Maintains current knowledge of MFC benefits and enrollment issues in order to accurately coordinate services.Maintains timely and accurate documentation in the clinical software system per Clinical Operations department's policy.Monitors utilization of all services for fraud and abuse.Performs pre-authorization and pharmacy reviews and documents in PBMs system when assigned.Performs telephonic ACD line coverage for Clinical Operations' needs.Performs telephonic inpatient utilization review services; on-site review as indicated. Process includes: assessment planning coordinating and implementation. Monitors for timely provision of services. Assists hospital case management staff with discharge planning as applicable.Makes referrals to Case Management as needed.Sends thorough reviews to Medical Director as appropriate. Coordinates timely review decisions and notifications per policy NCQA standards/guidelines and District of Columbia Contract.Utilizes evidence-based standards in making coverage determinations in individual patient cases; Identifies and reports potential coordination of benefits subrogation third party liability worker's compensation cases etc. Identifies quality risk or utilization issues to appropriate MedStar personnel.Minimal QualificationsEducationValid RN license in the District of Columbia; or Maryland required andBachelor's degree preferredExperience1-2 years Recent utilization experience required and1-2 years Diverse clinical experience requiredLicenses and CertificationsRN - Registered Nurse - State Licensure and/or Compact State Licensure Valid RN license in the District of Columbia; or Maryland Upon Hire required andCCM - Certified Case Manager CCM (Certified Case Manager) Upon Hire preferredKnowledge Skills and AbilitiesProficient computer skills to enter and retrieve data.Ability to create edit and analyze Microsoft office (Word Excel and PowerPoint) preferred.Knowledge of InterQual guidelines preferred.This position has a hiring range ofUSD $89,065.00 - USD $162,801.00 /Yr.",https://click.appcast.io/t/PKKWKU849ZVDlu0kSMTxCereZrS-FFXUIZPl154NJ4XM0kFEWXK0SCLTe9Wd7lVA,"Registered Nurse | RN, Sponsored, Utilization Management | Utilization Review",Remote Nurse Connection,2026-02-27T09:42:31.088684
RN Case Manager ONSITE,MedStar Health,2026-02-26,"Washington, DC",On-site,Regular | Perm Employee,Regular | Perm Employee,ON-SITE,,"MedStar Family ChoiceWashington, DCNursingUtilization ReviewFull TimeDayOnsite159353About the JobGeneral Summary of PositionCoordinates negotiates procures and manages care of our members/enrollees to facilitate cost effective care and members/enrollees satisfaction. Facilitates the continuum of care works collaboratively with interdisciplinary staff internal and external to the organization. Responsible for carrying a complex case management case load ownership of a case management program(s) pre- authorization reviews to provide Medically Necessary timely and quality health care services in the most cost-effective manner and pharmacy reviews per population served.We recruit retain and advance associates with diverse backgrounds skills and talents equitably at all levels.Primary Duties and ResponsibilitiesContributes to the achievement of established department goals and objectives and adheres to department policies procedures quality standards and safety standards. Complies with governmental and accreditation regulations.Actively develops and manages complex case management cases and develops individualized plans of care according to NCQA standards/ guidelines and the District of Columbia Contract.Acts as a liaison to MedStar Family Choice contracted vendors to facilitate care. Identifies gaps in contracted services and develops a plan to access care.Acts as an advocate while assisting members/enrollees to coordinate and gain access to medical psychiatric psychosocial and other essential services to meet their healthcare needs. Authorizes and monitors covered services according to policy.Assists hospital case management staff with discharge planning if applicable. Makes recommendation to alternate tier of Case Management programs or level of care as acuity necessitate.Attends and participates in MFC staff meetings Clinical Operations department meetings Special Needs Forums work groups District/ community agencies meetings etc. as assigned. Provides input completes assignments and shares new findings with other staff. Contributes to the achievement of established department goals and objectives and adheres to department policies procedures quality standards and safety standards. Complies with governmental and accreditation regulations.Provides face to face case management in the community as the member/enrollee's health necessitate.Demonstrates behavior consistent with MedStar Health mission vision goals objectives and patient care philosophy.Demonstrates skill and flexibility in providing coverage for other staff.For assigned Case Management program(s) develops strategies assessment(s) and evaluation/goal tools according to NCQA standards/ guidelines and District of Columbia Contract for the population served. Utilizes standards/ guidelines to manage and document interactions for the program (s). Responsible for verifying that assigned program utilizes up-to-date standards in the medical and behavioral health community for the population served. Keeps informed about disease processes treatment modalities and resources.Identifies and reports potential coordination of benefits subrogation third party liability worker's compensation cases etc. Identifies quality risk or utilization issues to appropriate MedStar personnel.Identifies inpatients requiring additional services and initiates care with appropriate practitioners.Maintains current knowledge of MFC benefits and enrollment issues in order to accurately coordinate services.Maintains timely and accurate documentation in the clinical software system per Clinical Operation department's policy.Monitors utilization of all services for fraud waste and abuse.Performs telephonic ACD line coverage for Clinical Operations' needs.Enters authorization as appropriate to the program and sends the reviews to Medical Director as appropriate. Coordinates review decisions and notifications per policy NCQA standards/ guidelines and District of Columbia Contract for timely decision making.Participates in meetings and on committees and represents the department and hospital in community outreach efforts.Participates in multi-disciplinary quality and service improvement teams.Minimal QualificationsEducationGraduate of an accredited School of Nursing required andBachelor's degree preferredExperience1-2 years Case management experience required and1-2 years UM or related experience required and3-4 years Diverse clinical experience requiredLicenses and CertificationsRN - Registered Nurse - State Licensure and/or Compact State Licensure Valid RN license in the District of Columbia and/or the State of Maryland based on work location(s) Upon Hire required andCCM - Certified Case Manager Upon Hire preferredKnowledge Skills and AbilitiesVerbal and written communication skills. Ability to use computer to enter and retrieve data. Ability to create edit and analyze Microsoft office (Word Excel and PowerPoint) preferred.This position has a hiring range ofUSD $89,065.00 - USD $162,801.0...",https://click.appcast.io/t/gwxgzoFkUxOPG-Wpuq3-tnGe6AUrHdMfOR7JYpRKK40No8mM9L0VrqNGcvRWEdLX,"Case Management | Care Management, Registered Nurse | RN, Sponsored, Utilization Management | Utilization Review",Remote Nurse Connection,2026-02-27T09:42:33.032957
RN Inpatient Case Manager - Discharge Planner ONSITE,MedStar Health,2026-02-26,,On-site,Regular | Perm Employee,Regular | Perm Employee,ON-SITE,,"MedStar Southern Maryland Hospital CenterClinton, MarylandNursingCase Management - RNFull TimeDay (Rotating Weekends)Onsite159367About the JobGeneral Summary of PositionServes as a member of the Case Management Team and applies RN clinical expertise and medical appropriateness to care coordination and discharge planning. Facilitates the delivery of quality cost effective patient-centered care from pre-admission through post-discharge timeframe. Ensures the care is designed to meet individualized patient outcomes. Monitors the care and services delivered to selected patient populations during the acute hospital stay promotes effective case management and utilization of resources and works to achieve optimal clinical and resource outcomes for the acute and post-hospital phases of care.Primary Duties and ResponsibilitiesContributes to the achievement of established department goals and objectives and adheres to department policies procedures quality standards and safety standards. Complies with governmental and accreditation regulations.Collaborates with the multidisciplinary health care team to develop and coordinate the plan of care.Communicates with patient family and/or significant other health care team external case manager community resources and facility to address appropriate issues and patient/family goals.Demonstrates the ability to develop a plan of care that addresses needs across the continuum; have an intervention for problems identified; develop long- and short-term goals with specific time frames for resolution; identify specific services to be provided in the care plan; include the family/care-giver in the plan of care; and show life planning contingencies such as power of attorney and/or advance directives.Evaluates and documents the patient's response to the plan of care and achievement of outcomes. Makes recommendations for modifications to the plan of care as indicated. Adheres to all policies and procedures regarding documentation and confidentiality of information.Maintains knowledge of regulatory agencies' requirements necessary criteria for admission to various care settings and Medicare's/Medicaid's reimbursement methods for different levels of care.Manages a caseload of patients. Identifies essential resources needed to implement the plan of care.Manages own professional growth in the area of managed care care management other health care financial trends clinical practice and research.Manages patient care according to multidisciplinary plan of care and/or managed care contracts by directing decision making and identifying and managing barriers that impact on patient care outcomes.Participates in Performance and Service Improvement teams. Assists in program evaluation through customer service surveys LOS data analysis charge/discharge data comparison to state averages and best practice/benchmark data.Performs a comprehensive assessment in collaboration with interdisciplinary team to identify patient-specific problems and needs related to diagnosis treatment including psychosocial and financial concerns as well as medical.Minimal QualificationsEducationAssociate's degree in Nursing (ADN) requiredBachelor's degree in Nursing (BSN) preferredExperience2-3 years of clinical experience required1-2 years case management experience preferredLicenses and CertificationsRN - Registered Nurse - State Licensure and/or Compact State Licensure in the District of Columbia or Maryland depending on work location requiredCCM - Certified Case Manager preferredKnowledge Skills and AbilitiesAbility to use computer to enter and retrieve data.Working knowledge of Microsoft Word Excel and PowerPoint applications.Effective verbal and written communication skills.Must be able to run and analyze departmental productivity reports.Excellent interpersonal skills required.This position has a hiring range ofUSD $89,065.00 - USD $162,801.00 /Yr.",https://click.appcast.io/t/xAPWbfPL8sck2STy73Hfd_yurr-ZQYpBIvRCU5ykRCfkG_fi3Lbmq4wwC2qw5LOK,"Case Management | Care Management, Entry Level, Registered Nurse | RN, Sponsored",Remote Nurse Connection,2026-02-27T09:42:33.140298
RN Case Manager Evenings ONSITE,HCA Florida Capital Hospital,2026-02-26,"Tallahassee, FL",On-site,Regular | Perm Employee,Regular | Perm Employee,ON-SITE,,"HCA Florida Capital Hospitallocation_onTallahassee,FL,United StatesscheduleFull-time* Evenings (Rotating Weekends)business_centerCase Managementfind_in_pageJob ID: 3983542Sign on bonus up to $10,000 may be available for eligible qualified external candidatesRelocation assistance may be available on a case by case basisIntroductionDo you currently have an opportunity to make a real impact with your work? With over 2,000 sites of care and serving over 31.2 million patient interactions every year, nurses at HCA Florida Capital Hospital have the opportunity to make a real impact. As a(an) RN Case Manager you can be a part of change.BenefitsHCA Florida Capital Hospital, offers a total rewards package that supports the health, life, career and retirement of our colleagues. The available plans and programs include:Comprehensive medical coverage that covers many common services at no cost or for a low copay. Plans include prescription drug and behavioral health coverage as well as free telemedicine services and free AirMed medical transportation.Additional options for dental and vision benefits, life and disability coverage, flexible spending accounts, supplemental health protection plans (accident, critical illness, hospital indemnity), auto and home insurance, identity theft protection, legal counseling, long-term care coverage, moving assistance, pet insurance and more.Free counseling services and resources for emotional, physical and financial wellbeing401(k) Plan with a 100% match on 3% to 9% of pay (based on years of service)Employee Stock Purchase Plan with 10% off HCA Healthcare stockFamily support through fertility and family building benefits with Progyny and adoption assistance.Referral services for child, elder and pet care, home and auto repair, event planning and moreConsumer discounts through Abenity and Consumer DiscountsRetirement readiness, rollover assistance services and preferred banking partnershipsEducation assistance (tuition, student loan, certification support, dependent scholarships)Colleague recognition programTime Away From Work Program (paid time off, paid family leave, long- and short-term disability coverage and leaves of absence)Employee Health Assistance Fund that offers free employee-only coverage to full-time and part-time colleagues based on income.Learn more about Employee BenefitsNote: Eligibility for benefits may vary by location.It is an exciting time to be a nurse at HCA Healthcare! Come unlock your career potential and see how rewarding it can be to reach your personal and professional goals. Help to advance the practice of nursing and improve positive outcomes for your patients as a (an) RN Case Manager. We want your knowledge and expertise!Job Summary and QualificationsThe RN CM Care Coordinator will facilitate the interdisciplinary plan of care with a focus on evaluating the appropriateness of clinical care, medical necessity, admission status, level of care, and resource management. The RN CM Care Coordinator will coordinate activities that promote quality outcomes and patient throughput while supporting a balance of optimal care and appropriate resource utilization. The RN CM Care Coordinator will identify potential barriers to patient throughput and quality outcomes and will facilitate appropriate discharge plans.ESSENTIAL FUNCTIONS:Performs a comprehensive assessment of psychosocial and medical needs of assigned patientsDevelops a case management plan of care to include identified clinical, psychosocial and discharge needs; coordinates plan of care; plan is documented in the medical record; plan is communicated to appropriate clinical disciplinesAssumes a leadership role with the interdisciplinary team to manage care, through criteria driven processes, for the appropriate level of care, patient status and resource utilizationConducts interdisciplinary team meetings to provide a mechanism for all clinical disciplines to collaborate, plan, implement, and assess the plan of car; patient selection should be criteria based and interventions will be documentedEvaluates admissions for medical necessity using approved criteria at defined intervals throughout the episode of care; escalates medical necessity and admission status issues through the established chain of commandEvaluates and assess observation patients for appropriateness in observation statusPerforms utilization management reviews and communicates information to third party payorsActs as a liaison through effective and professional communications between and with physicians, patient / family, hospital staff, and outside agenciesDemonstrates knowledge of regulatory requirements, HCA Ethics and Compliance policies, and quality initiatives; monitors self-compliance and implements process changes to ensure compliance to such regulations and quality initiatives as it relates to the provision of Case Management ServicesMakes appropriate referrals to third party payer disease and case management programs for recurring...",https://click.appcast.io/t/50IJNmSd-XZjkN8EoT9BgukvRLSGIQ-rJ8_U20RJtRlG4glX2tpZNW5TP2m9nFqG,"Case Management | Care Management, Entry Level, Registered Nurse | RN, Sponsored",Remote Nurse Connection,2026-02-27T09:42:33.299981
PRESERVICE REVIEW NURSE RN -REMOTE,UnitedHealth Group,2026-02-26,Remote,Remote,Full-time,Days,"Must Be Licensed In: Compact, Kentucky",$28.94 - $51.63 Hourly,"Optum is a global organization that delivers care, aided by technology to help millions of people live healthier lives. The work you do with our team will directly improve health outcomes by connecting people with the care, pharmacy benefits, data and resources they need to feel their best. Here, you will find a culture guided by inclusion, talented peers, comprehensive benefits and career development opportunities. Come make an impact on the communities we serve as you help us advance health optimization on a global scale. Join us to start Caring. Connecting. Growing together. Hours: Monday through Friday 8AM - 5PM within your local time zone Primary Responsibilities: The Integrated Care Team leverages a cross-functional approach, supporting the member end to end, with close collaboration and co-management. Generally, work is self-directed and not prescribed; is able to work with less structured and more complex issues The team will manage the full array of health care services, spanning both outpatient and Inpatient settings and with support from some specialized clinical teams. Serves as a resource to others This new cross-functional collaboration provides an opportunity to deliver the next generation clinical model, integrating services from precertification, inpatient concurrent review, post-acute review, discharge planning, medical and behavioral care management and prevention to improve quality of care and patient outcomes. Candidates for this position would be required to support cross-training to multiple roles (PA, ICM, PACM, DCM) to support fluctuating inventory within the ICT Perform initial and ongoing reviews pertaining to primary role (PA, ICM, DMC, PACM), appropriately applying clinical criteria (InterQual, policies, National and Local Coverage Determinations) for approval and sending to Medical Directors if review is necessary for determining an adverse determination Collaborate with Medical Directors, clinical peers and Health Plan partner",https://app.nursefern.com,"Utilization Review & Management (UR/UM), Prior Authorization (PA)",NurseFern,2026-02-27T09:43:06.713568
CALL CENTER REGISTERED NURSE (PART-TIME),UnitedHealth Group,2026-02-26,Remote,Remote,Part-time,Days,Must Be Licensed In: State Of Residency,$28.94 - $51.63 Hourly,"As a Home Health Clinical Triage Specialist, you'll be an integral part of the interdisciplinary team and as such is responsible for the excellent delivery of care through triage calls after hours and on holidays. Must be available to work weekends. Primary Responsibilities: Responsible to receive calls from patients and/or family members and respond appropriately and assess problems focusing on the delivery of high quality, patient-focused, compassionate care Assess patient status and intervene as indicated by the patient's condition and established protocols Responsible for timely and accurate documentation of calls received within the electronic medical records system including the processing of workflow associated with the clinical record Knowledge of basic triage protocols and best practices to guide and address the needs of patients in a crisis situation Responsible for coordinating with the agency on-call nurses to deliver high quality nursing care and schedule nursing assessments as required in a timely manner to meet the needs of the patients and families Responsible to ensure appropriate education regarding all updates/processes in the electronic medical record, relative state and federal regulations, documentation processes and needs, etc. by attending mandatory educational offerings and in-services Facilitates orientation of new personnel as assigned Exhibits exemplary and timely communication skills when assessing or educating patients/caregivers, performing telephone triage, or collaborating with fellow healthcare professionals Serves as a consistent example of dedication to patient advocacy, customer service, integrity, and superlative nursing practice You'll be rewarded and recognized for your performance in an environment that will challenge you and give you clear direction on what it takes to succeed in your role as well as provide development for other roles you may be interested in. Required Qualifications: Current, unrestrictive",https://app.nursefern.com,Triage,NurseFern,2026-02-27T09:43:08.797774
"AFTER HOURS, RN - FULL TIME & PART TIME",Circadian Health,2026-02-26,Remote,Remote,Full-time,,"Must Be Licensed In: Compact, State Of Residency",$35 - $40 Hourly,"This innovative, technology-forward virtual medical practice that specializes in remote patient monitoring and chronic care management is currently hiring due to rapid growth. Our expert clinical team utilizes the latest digital technology to deliver personalized care to patients in a virtual care setting that allows easy, everyday patient access to the care team. Our streamlined integration of care is partnered with the local primary team and together, this fuels a powerful approach to achieving optimal patient outcomes. If you join our team, you will maximize your current and potential skills, and then discover the dual reward of professional and patient satisfaction. Job Summary: The role of the RN care manager on the off-shift includes triage of condition change, escalation to appropriate treating provider, as well as.ongoing patient care and education. The RN care manager is the primary care contact for incoming patients communication for clinical concerns and to obtain resources or services as needed in a telehealth environment. On the off-shift, you will support the standard weekday shift team, overseeing all patients and responding to physiologic alerts continuing critical care for this population of individuals with heart failure. The shifts include the weekend shifts (Saturday and Sunday) for either days (8a-8p EST) or nights (8p-8a EST) as well as holiday coverage of days and nights. Experience: 2 years of clinical care in a critical care setting 2 years of telephonic triage experience and/or RPM programs Preferred experience in cardiac care and/or diabetes management Graduated from an accredited registered nursing program Ability to obtain multi-state licensure and maintain associated education 6 months of experience in telephonic triage and patient education Skills: Exceptional critical thinking skills that allow for an autonomous practice with knowledge of appropriate escalation to higher level of skill Able to use multiple technology systems with",https://app.nursefern.com,"Case Management (CM), Triage, Telehealth",NurseFern,2026-02-27T09:43:10.882393
CLINICAL DOCUMENTATION INTEGRITY SPECIALIST - PER DIEM - REMOTE - 8HR QVH,Emanate Health,2026-02-26,Remote,Remote,Part-time,Days,Must Be Licensed In: California,$69 - $69 Hourly,"The Clinical Documentation Integrity Specialist (CDIS) facilitates the overall quality, completeness, and accuracy of clinical documentation through concurrent interaction with providers and other members of the healthcare team. The CDIS ensures that documentation accurately reflects the patient's clinical conditions and level of service. The CDIS communicates with providers through discussion and/or compliant queries to address missing, unclear, conflicting, or clinically unsupported diagnoses. The role includes appropriate assignment of MS-DRG/APR-DRG, severity of illness (SOI), risk of mortality (ROM), and identification of relevant clinical indicators (e.g., HACs, PSIs). The CDIS applies principles of clinical validation and ensures all queries comply with AHIMA/ACDIS guidelines and the CDI Code of Ethics. Job Requirements Minimum Education Requirement: Medical degree or Bachelor of Science in Nursing (BSN) preferred. Minimum Experience Requirement: Minimum of one (1) year of inpatient coding experience and/or experience working as a Clinical Documentation Integrity Specialist in an acute care setting. Strong knowledge of MS-DRG, APR-DRG, ICD-10-CM/PCS coding guidelines. Experience using encoder and electronic health record (EHR) systems. Excellent verbal and written communication skills. Strong analytical thinking, problem-solving abilities, and attention to detail. Proficiency in Microsoft Office applications preferred. Minimum License Requirement: ACDIS Certified Clinical Documentation Specialist (CCDS) or AHIMA Certified Documentation Integrity Practitioner (CDIP) required within 1 year of hire/transfer. Delivering world-class health care one patient at a time. Pay Range: $69.00 - $69.00",https://app.nursefern.com,Clinical Documentation Integrity (CDI),NurseFern,2026-02-27T09:43:12.971226
OB CARE MANAGER (RN),Centene,2026-02-26,Remote,Remote,Full-time,Days,Must Be Licensed In: Louisiana,"$56,200 - $101,000 Salary","You could be the one who changes everything for our 28 million members. Centene is transforming the health of our communities, one person at a time. As a diversified, national organization, you'll have access to competitive benefits including a fresh perspective on workplace flexibility. This position requires OB/NICU experience and LA residency. Fully remote M-F 8am to 5pm with occasional travel. Position Purpose: Develops, assesses, and facilitates complex care management activities for primarily physical needs members to provide high quality, cost-effective healthcare outcomes including personalized care plans and education for members and their families. Evaluates the needs of the member, barriers to accessing the appropriate care, social determinants of health needs, focusing on what the member identifies as priority and recommends and/or facilitates the plan for the best outcome Develops ongoing care plans / service plans and collaborates with providers to identify providers, specialists, and/or community resources to address member's unmet needs Identifies problems/barriers to care and provide appropriate care management interventions Coordinates as appropriate between the member and/or family/caregivers and the care provider team to ensure members are receiving adequate and appropriate person-centered care or services Provides ongoing follow up and monitoring of member status, change in condition, and progress towards care plan / service plan goals; collaborate with member, caregivers, and appropriate providers to revise or update care plan / service plan as necessary to meet the member's goals / unmet needs Provides resource support to members and care managers for local resources for various services (e.g., employment, housing, participant direction, independent living, justice, foster care) based on service assessment and plans, as appropriate Facilitate care management and collaborate with appropriate providers or specialists to ensure member has time",https://app.nursefern.com,Case Management (CM),NurseFern,2026-02-27T09:43:19.255515
