job_title,company,date_posted,location,remote_status,employment_type,schedule,license_requirements,salary_range,job_description,apply_link,specialties,source_site,scraped_at
"CLINICAL CARE MANAGER (CCM), RN - REMOTE",UnitedHealth Group,2026-08-07,Remote,Remote,Full-time,"8hr shifts, 10hr shifts",Must Be Licensed In: State Of Residency,"$60,200 - $107,400 Salary","At UnitedHealthcare, we're simplifying the health care experience, creating healthier communities and removing barriers to quality care. The work you do here impacts the lives of millions of people for the better. Come build the health care system of tomorrow, making it more responsive, affordable and optimized. Ready to make a difference? Join us to start Caring. Connecting. Growing together. Clinical Care Manager (CCM) are RNs who serve as a key member of the UnitedHealthcare Global Emergency Response and Assistance Center Team and utilize evidenced based practice to assess global traveler's medical care needs, treatment plans of healthcare providers and the ability of the local healthcare systems to provide appropriate quality and cost effective care when acute, chronic or catastrophic events occur in countries around the world. CCMs evaluate, recommend and monitor patient status and associated treatment plans to ensure complex medical cases are managed to the highest level of quality and patient safety. CCMs coordinate with appropriate providers and assist in establishing and implementing plans including but not limited to a patient's medical monitoring, return home, and safe evacuation to a location where appropriate care is available when it's determined the care needs cannot be met in the current location. Services may also include support for travelers into the USA with complex treatment needs, appointment arrangement, receiving facility acceptance, clinical case management, client updates, and discharge planning in support of their return to their home country after care. CCMs establish a good relationship with the hospital, nurses, doctors, and social workers gaining their trust and respect to facilitate the collection of information and improve the image of the company and patient care. CCMs document all conversations with providers and physicians, medical records review and any patient care related phone call to ensure information is available to all",https://app.nursefern.com,Case Management (CM),NurseFern,2026-08-08T09:38:47.290481
CLINICAL EDUCATOR (PT),B. Braun Medical Inc.,2026-08-07,Remote,Remote,Part-time,,Must Be Licensed In: State Of Residency,$46 - $46 Hourly,"Company: B. BRAUN MEDICAL (US) INC Job Posting Location: Phoenix, Arizona, United States Functional Area: Sales Working Model: Remote Days of Work: Rotating Shift: 3/4 X 12 Relocation Available: No Requisition ID: 12590 B. Braun Medical Inc., a leader in infusion therapy and pain management, develops, manufactures, and markets innovative medical products and services to the healthcare industry. Other key product areas include nutrition, pharmacy admixture and compounding, ostomy and wound care, and dialysis. The company is committed to eliminating preventable treatment errors and enhancing patient, clinician and environmental safety. B. Braun Medical is headquartered in Bethlehem, Pa., and is part of the B. Braun Group of Companies in the U.S., which includes B. Braun Interventional Systems, Aesculap and CAPS. Globally, the B. Braun Group of Companies employs more than 64,000 employees in 64 countries. Guided by its Sharing Expertise philosophy, B. Braun continuously exchanges knowledge with customers, partners and clinicians to address the critical issues of improving care and lowering costs. To learn more about B. Braun Medical, visit www.bbraunusa.com Position Summary: Responsibilities: Essential Duties Provides education/training to our existing or potential customers on the use of B. Braun Medical's products. Works with Sales Representatives/CCS (Clinical Conversion Specialist) to advance the sales process and maximize customer satisfaction through in-service education and training programs (Mentoring Program), clinical and product trouble-shooting, and follow-up activities. Product focus revolves primarily around the Infusion Therapy and Introcan Safety product line but may include any of the product portfolio. Functions as a clinical and product expert representing B. Braun Medical in the healthcare community. Conducts and leads in-services and educational sessions relative to BBM products during evaluations, conversions and trouble-shoo",https://app.nursefern.com,"Nurse Consultant, Education",NurseFern,2026-08-08T09:38:49.489711
"RN - BED CONTROL / TRANSFER, EVENING",Piedmont,2026-08-07,Remote,On-site,Full-time,Evenings,Must Be Licensed In: Georgia,$0 - $0 Salary,"The Bed Control/Transfer Center Registered Nurse (BCTC RN) coordinates and assigns all beds at Piedmont Atlanta Hospital (PAH). They are also responsible for evaluating, coordinating, processing, screening, and documentation of patient transfers into PAH. The BCTC RN collaborates with physician offices, emergency department, inpatient units, surgical services and procedural areas to facilitate patient flow and provide optimum service to all patients and physicians. At times the BCTC RN must assess patients for the most appropriate level of immediate care and optimal bed placement. BCTC RN utilizes problem solving and customer service skills to determine the best course of action for the patient, the physician, and the hospital by working closely with facility House Supervisors, referring physicians, ED/inpatient staff and administration. Responsibilities: The Bed Control/Transfer Center Registered Nurse (BCTC RN) coordinates and assigns all beds at Piedmont Atlanta Hospital (PAH). They are also responsible for evaluating, coordinating, processing, screening, and documentation of patient transfers into PAH. The BCTC RN collaborates with physician offices, emergency department, inpatient units, surgical services and procedural areas to facilitate patient flow and provide optimum service to all patients and physicians. At times the BCTC RN must assess patients for the most appropriate level of immediate care and optimal bed placement. BCTC RN utilizes problem solving and customer service skills to determine the best course of action for the patient, the physician, and the hospital by working closely with facility House Supervisors, referring physicians, ED/inpatient staff and administration. Qualifications: Education Bachelor's Degree of Science in Nursing (BSN) Required Work Experience 3 years to 5 years of experience working as a Registered Nurse in an acute care setting Required Experience in critical care or emergency/trauma Preferred Proficient with EPIC EMR pla",https://app.nursefern.com,,NurseFern,2026-08-08T09:38:51.629226
TELEHEALTH REGISTERED NURSE (PART TIME OR FULL TIME),Hey Jane,2026-08-07,Remote,Remote,Full-time,10hr shifts,"Must Be Licensed In: Compact, California, Colorado, Illinois, Nevada, New Jersey, New York, Ohio, Michigan, Virginia",$48 - $53 Hourly,"Unless otherwise noted, all positions are fully remote with work permitted from the following states: CA, CO, HI, IL, MA, MD, NJ, NM, NY, OR, and WA. We are living through a pivotal moment for reproductive and sexual health-and Hey Jane is uniquely positioned to help. From day one, we've been committed to providing safe, discreet medication abortion treatment-and have helped more than 100,000 people get the care they need. Today, we offer a range of reproductive and sexual health care services from the comfort and convenience of your phone. Our in-house clinical care team, composed of board certified doctors, advanced practice clinicians, nurses, and patient care advocates, is just a text message away. We're committed to helping our patients get safe, discreet, judgment-free virtual health care, from a team that truly cares. Role Overview We are seeking a compassionate, detail-oriented Registered Nurse who is committed to reproductive justice and trauma-informed care, and energized by the opportunity to expand access to safe, patient-centered abortion care through telemedicine. In this role, you will provide direct clinical support to patients undergoing medication abortion. As a remote RN, you will respond to patient's medical questions and concerns, delivering timely triage, clinical assessment, and patient-specific nursing guidance. You'll ensure every patient feels heard, supported, and cared for-providing culturally responsive, evidence-based care during moments that matter most. We are currently hiring for 1 part time or full time RN. Part time Working hours: 10 hr shifts - 12pm-10pm ET / 9am-7pm PT Working days: Thursday and Saturday + one on-call shift outside of scheduled working hours Compensation: $48/hr-$53/hr + on-call pay Anticipated start: November 2026 Full time Working hours: 10 hr shifts - 10am-8pm ET / 7am-5pm PT Working days: Wednesday, Thursday, Friday, and Saturday Compensation: $90k-$93k Anticipated start: November 2026 Qualificati",https://app.nursefern.com,Telehealth,NurseFern,2026-08-08T09:38:53.823226
REGISTERED NURSE VIRTUAL CARE,AdventHealth,2026-08-07,Remote,On-site,Part-time,,Must Be Licensed In: Florida,$31.53 - $52.24 Hourly,"Shift: Variable shift based on need Address: 600 Courtland Street Orlando 32804 work from home flexible based on good performance Responsible for coordinating care, educating clients, and providing protocol-driven interventions within the scope of practice to influence clinical and whole health outcomes. This position involves a collaborative approach to delivering and coordinating healthcare services to a defined population across the continuum. This role includes virtual assessment of healthcare needs, collaboration and coordination with healthcare providers, and development of a care plan with accurate documentation. In addition, this position provides exceptional customer service, anticipates and meets consumer needs, and treats all consumers and colleagues with dignity and respect. Additionally, this role works collaboratively with colleagues to achieve quality and performance standards. Responsibilities for this role include maintaining a working knowledge of service offerings, workflows, and necessary technologies. Provides courteous responses and excellent customer service when fielding inquiries from consumers, clinic staff, physicians, colleagues, and leaders. Actively works with staff and supervisors to achieve established performance metric standards. Maintains knowledge of services and AdventHealth offerings to properly direct inquiries when outside of service's scope. Demonstrates excellent customer-care skills and provides virtual clinical care within the nursing scope of practice. Utilizes critical thinking skills and decisive judgment to provide triage to symptomatic consumers in accordance with scope of practice. Elicits questions, concerns, and information from callers to assess symptoms, determine acuity, identify appropriate algorithm/protocol, and develop patient care plans and follow-up. Provides professional advice, education, and options based on assessment, established algorithm/protocol, and clinical judgment; escalates interactions t",https://app.nursefern.com,Virtual Care,NurseFern,2026-08-08T09:38:55.982739
NURSE CASE MANAGEMENT LEAD ANALYST-ACCREDO - WORK AT HOME,Cigna,2026-08-07,Remote,On-site,Full-time,Days,Must Be Licensed In: State Of Residency,"$77,500 - $129,100 Salary","Join us in shaping the future of patient care! As a Nurse Case Management Lead Analyst, you'll guide care strategies that improve lives and create lasting impact. We believe in compassion, innovation, and teamwork-and we're looking for someone who shares our vision to make healthcare more connected and effective. Responsibilities Lead case management initiatives that enhance patient outcomes and streamline care delivery. Develop and implement strategies to reduce hospital readmissions and improve quality metrics. Collaborate with cross-functional teams to ensure seamless coordination of care plans. Analyze data trends to identify opportunities for process improvement and cost efficiency. Mentor and support nursing staff to foster professional growth and excellence in care. Qualifications Required: Current RN license in good standing. License must be in state of primary residence. Minimum 2 years of clinical nursing experience, including 2 years in case management or care coordination or prior authorization. Strong analytical skills with ability to interpret healthcare data and apply insights. Excellent communication and leadership abilities. Preferred: Bachelor's degree in Nursing. Experience with value-based care models and population health strategies. Proficiency in case management software and electronic health records (EHR). If you will be working at home occasionally or permanently, the internet connection must be obtained through a cable broadband or fiber optic internet service provider with speeds of at least 10Mbps download/5Mbps upload. For this position, we anticipate offering an annual salary of 77,500 - 129,100 USD / yearly, depending on relevant factors, including experience and geographic location. This role is also anticipated to be eligible to participate in an annual bonus plan.",https://app.nursefern.com,Case Management (CM),NurseFern,2026-08-08T09:39:02.361533
MED MGMT NURSE (CONTRACT),Elevance Health,2026-08-07,Remote,On-site,Contract,Days,Must Be Licensed In: Compact,$32.35 - $61.78 Hourly,"Job ID: JP00046761 Anticipated Start Date: 8/31/2026 Please note this is the target date and is subject to change. BCForward will send official notice ahead of a confirmed start date. Elevance Health is a health company dedicated to improving lives and communities - and making healthcare simpler. We are a Fortune 25 company with a longstanding history in the healthcare industry, looking for leaders at all levels of the organization who are passionate about making an impact on our members and the communities we serve. Responsible for review of the most complex or challenging cases that require nursing judgment, critical thinking, and holistic assessment of members clinical presentation to determine whether to approve requested service(s) as medically necessary. Works with healthcare providers to understand and assess a members clinical picture. Utilizes nursing judgment to determine whether treatment is medically necessary and provides consultation to Medical Director on cases that are unclear or do not satisfy relevant clinical criteria. Acts as a resource for Clinicians. May work on special projects and helps to craft, implement, and improve organizational policies. Primary duties may include, but are not limited to: Utilizes nursing judgment and reasoning to analyze members clinical information, interface with healthcare providers, make assessments based on clinical presentation, and apply clinical guidelines and/or policies to evaluate medical necessity. Works with healthcare providers to promote quality member outcomes, optimize member benefits, and promote effective use of resources. Determines and assesses abnormalities by understanding complex clinical concepts/terms and assessing members aggregate symptoms and information. Assesses member clinical information and recognizes when a member may not be receiving appropriate type, level, or quality of care, e.g., if services are not in line with diagnosis. Provide consultation to Medical Director on pa",https://app.nursefern.com,Case Management (CM),NurseFern,2026-08-08T09:39:04.483168
"COORDINATOR, MANAGED CARE II/UM-1",BlueCross BlueShield of South Carolina,2026-08-07,Remote,On-site,Full-time,Days,Must Be Licensed In: South Carolina,$0 - $0 Salary,"Reviews and evaluates medical or behavioral eligibility regarding benefits and clinical criteria by applying clinical expertise, administrative policies, and established clinical criteria to service requests or provides health management program interventions. Utilizes clinical proficiency, claims knowledge/analysis, and comprehensive knowledge of healthcare continuum to assess, plan, implement, coordinate, monitor, and evaluate medical necessity, options, and services required to support members in managing their health, chronic illness, or acute illness. Utilizes available resources to promote quality, cost effective outcomes. Description Why should you join the BlueCross BlueShield of South Carolina family of companies? Other companies come and go, but we've been part of the national landscape for more than seven decades, with our roots firmly embedded in the South Carolina community. We are the largest insurance company in South Carolina  and much more. We are one of the nation's leading administrators of government contracts. We operate one of the most sophisticated data processing centers in the Southeast. We also have a diverse family of subsidiary companies, allowing us to build on various business strengths. We deliver outstanding service to our customers. If you are dedicated to the same philosophy, consider joining our team! Position Purpose: Reviews and evaluates medical or behavioral eligibility regarding benefits and clinical criteria by applying clinical expertise, administrative policies, and established clinical criteria to service requests or provides health management program interventions. Utilizes clinical proficiency, claims knowledge/analysis, and comprehensive knowledge of healthcare continuum to assess, plan, implement, coordinate, monitor, and evaluate medical necessity, options, and services required to support members in managing their health, chronic illness, or acute illness. Utilizes available resources to promote quality, c",https://app.nursefern.com,Case Management (CM),NurseFern,2026-08-08T09:39:10.835118
Registered Nurse Care Manager,Humana,2026-08-01,"Hudson, Wisconsin, United States",Hybrid,Regular | Perm Employee,Regular | Perm Employee,"Hybrid, Local or Regional Travel","$71,100 - $97,800","Become a part of our caring communityAs a RN Care Manager, you will enjoy a true work-life balance with no night or weekend shifts. Reporting to the Manager of Care Coaching, you will support members enrolled in the Wisconsin Family Care Program providing essential care coordination, support, and education. You will make a difference in the lives of those you serve and within your own community. You will provide services in northern St Croix and Pierce counties.You will:Assess members, focusing on health and safety needs, to develop a comprehensive Member Care Plan (MCP).Conduct regular health assessmentsCoordinate with acute and primary care providers.Educate members on disease processes and related risks, nutrition, exercise and lifestyle modifications to support informed decision-making while respecting each person's autonomy.Document in member files within required DHS contract timeframes.Participate in member monthly phone contacts and travel to attend in person visits in members setting.Work remotely from your home and travel approximately 40% of the time to visit your members.Use your skills to make an impactRequired QualificationsAssociate degree in nursingLicensed Registered Nurse in the state of Wisconsin (in good standing)Preferred Qualifications1 year Care Management experienceReside within 45 mins or less of the assigned coverage areaPrevious Care Management experienceAdditional InformationLocation:St Croix/Pierce counties,WITravel:Up to 40%Typical Workdays/Hours:Monday through Friday, 8:00 am - 4:30 pm CST.DrivingThis role is part of Humana's driver safety program and therefore requires an individual to have a valid state driver's license and proof of personal vehicle liability insurance with at least 100/300/100 limits.Mileage reimbursement is provided for work-related travel. Eligible mileage includes:Travel from your home to your first work location of the day.Travel between client or assignment locations during the workday.Travel from your final work location back to your home.TB ScreeningThis role is considered patient facing and is part of Humana's Tuberculosis (TB) screening program. If selected for this role, you will be required to be screened for TB.Work at Home Requirements: To ensure Home or Hybrid Home/Office employees' ability to work effectively, the self-provided internet service of Home or Hybrid Home/Office employees must meet the following criteria: At minimum, a download speed of 25 Mbps and an upload speed of 10 Mbps is required; wireless, wired cable or DSL connection is suggested. In certain roles, the minimum recommended internet speed required by Humana may not be sufficient for business needs. Humana reserves the right to require associates to upgrade their internet service if necessary. Work from a dedicated space lacking ongoing interruptions to protect member PHI / HIPAA information.Travel: While this is a remote position, occasional travel to Humana's offices for training or meetings may be required.Scheduled Weekly Hours40Pay RangeThe compensation range below reflects a good faith estimate of starting base pay for full time (40 hours per week) employment at the time of posting. The pay range may be higher or lower based on geographic location and individual pay will vary based on demonstrated job related skills, knowledge, experience, education, certifications, etc.$71,100 - $97,800 per yearThis job is eligible for a bonus incentive plan. This incentive opportunity is based upon company and/or individual performance.Description of BenefitsHumana, Inc. and its affiliated subsidiaries (collectively, ""Humana"") offers competitive benefits that support whole-person well-being. Associate benefits are designed to encourage personal wellness and smart healthcare decisions for you and your family while also knowing your life extends outside of work. Among our benefits, Humana provides medical, dental and vision benefits, 401(k) retirement savings plan, time off (including paid time off, company and personal holidays, paid parental and caregiver leave), short-term and long-term disability, life insurance and many other opportunities.About usAbout Inclusa: Inclusa manages the provision of a person-centered and community-focused approach to long-term care services and support to Family Care members across the state of Wisconsin. As a values-based organization devoted to building vibrant and inclusive communities, Inclusa deploys a unique approach to managed care with a trademarked model of support named Commonunity which focuses on the belief in everyone, and from that belief, the common good for all is achieved. In 2022, Inclusa was acquired by Humana. This partnership will allow us to create a model of care that provides industry-leading support for members across the health care continuum.About Humana: Humana Inc. (NYSE: HUM) is a leading U.S. healthcare company. Through our Humana insurance services and our CenterWell healthcare services, we make it easier for the milli...",https://click.appcast.io/t/GNUG5piy-z77P-z4oaP1eQdJ6LBOYdqhi_vYhz3fBmpekieW6RBi2V9L4vX1xqTc,"Case Management | Care Management, Entry Level, Registered Nurse | RN, Sponsored",Remote Nurse Connection,2026-08-08T09:38:04.218300
Licensed Practical/Vocational Nurse (Remote),CareTalk Health,2026-08-01,United States,Remote,Regular | Perm Employee,Regular | Perm Employee,Remote,,"Job Title: Licensed Practical/Vocational Nurse (Remote)Location:100% RemoteEmployment Type:Full-Time W2 HourlyCompensation:$25 per hourCompact Multi-State Licensure RequiredCareTalk Health is a virtual medical practice that specializes in Clinical Process Outsourcing (CPO). We partner with healthcare organizations to build and manage patient and member populations.About the RoleCareTalk Health is seeking dedicated and skilled Licensed Practical/Vocational Nurses.As a Licensed Practical/Vocational Nurse (LPN/LVN), specializing in virtual care, your responsibilities will encompass the continuation of comprehensive care plans started by the Registered Nurse for Chronic Care Management (CCM), Remote Patient Monitoring (RPM), Remote Therapeutic Monitoring (RTM), and any other relevant services within your professional scope.Schedule & Compensation 40 hours per week Core coverage Monday-Friday 9:00am-6:00pm EST 1 Saturday per month (10:00am-4:00pm EST) Rotating holidays Compensation: $25.00/hourWhat You'll DoChronic Care Management (working under the supervision of an RN)Assessing patient conditions: Conduct monthly assessments of patients with chronic conditions to identify changes in their condition, needs, and concerns.Developing care plans: Collaborate with the patient, family, and healthcare team to develop and implement individualized care plans that address the patient's unique needs and goals.Coordinating care: Coordinate care with other healthcare professionals, such as physicians, specialists, and other nurses, to ensure comprehensive and continuum care.Providing patient education: Educate patients and their families on self-management techniques, medication management, and health promotion strategies to improve health outcomes.Remote Patient/Therapeutic MonitoringMonitor Vital Sign of patients that are receiving remote patient monitoring.Document information in the medical record as appropriate.Collect adherence percentage data for the patient's quarterly visit with provider.Work in collaboration with a registered nurse to update patient care plan.Assist in setting up new patient charts.Make calls to patients as needed.Documentation and Record-Keeping:Accurately and comprehensively document all findings, assessments, and discussions in the electronic health record (EHR) system.Maintain patient confidentiality and comply with all relevant HIPAA regulations.Communication and Patient Engagement:Maintain clear and professional communication with patients throughout the virtual visit and appointment scheduling process.Act as a liaison between patients and healthcare providers, conveying relevant information to ensure continuity of care.Engage patients in a compassionate and empathetic manner to build trust and rapport.Ability to prioritize tasks effectively in a busy healthcare environment.Efficiently managing patient schedules, follow-ups, and care plans.What We're Looking ForRequiredActive LPN/LVN multi state licenseProficiency in using remote healthcare platforms and virtual communication tools.Strong communication and interpersonal skills, with the ability to establish rapport with patients remotely.Excellent organizational and time-management abilities to manage virtual visits and appointment schedules efficiently.Knowledge of medical terminology, basic health assessments, and health educationFamiliarity with electronic health record (EHR) systems and documentation procedureBe available to work the assigned schedule and any reasonable schedule modifications communicated by the supervisor in accordance with business needs.Follow instructions and complete assigned tasks in accordance with company policies, procedures, and performance expectations.Perform all essential job functions and other duties assigned.Technical Requirements:Computer:Windows or Apple (macOS) Computer ONLY (NO Chromebooks, Linux Machines, or Smartphones)Musthave at least Windows 10 or macOS 14 Sonoma.Hardware:Processor: Intel Core i5 or AMD Equivalent (Windows); Apple Silicon (Macs)RAM: 16 GBHeadphones:Wired headphones required for optimal audio quality. (NO built-in mics)Internet Speed:Meet minimum internet speed requirements (100 MBPS download speed and 50 MBPS upload speed). Must have an ethernet cable connecting computer directly into router.Browser and System:Use Google Chrome with Amazon Workspaces (regardless of computer type).Webcam:A webcam is required for video calls. Most laptops have a built-in webcam, which is acceptable. If your computer does not have a webcam, you will need to use an external webcam.Recommended Equipment:A second monitor is highly suggested for laptop users; dual monitors for PC users.Why CareTalk HealthCareTalk Health is a fast-growing telehealth organization that delivers high-quality virtual care at scale. This role offers the opportunity to shape contractor operations, influence performance outcomes, and support innovative care models across a nationwide clinical workforce.CareTalk Health is a...",https://job-boards.greenhouse.io/caretalkhealth/jobs/4342790009?utm_source=remotenurseconnection&utm_medium=jobboard,"Entry Level, Licensed Practical Nurse | LPN | LVN, RPM | Remote Patient Monitoring, Triage | Telehealth",Remote Nurse Connection,2026-08-08T09:38:04.384208
