job_title,company,date_posted,location,remote_status,employment_type,schedule,license_requirements,salary_range,job_description,apply_link,specialties,source_site,scraped_at
RN QUALITY COORDINATOR,,2026-06-25,Remote,On-site,Full-time,Days,Must Be Licensed In: Missouri,,"As a RN Coord Quality, your voice to influence patient care is valued and empowered at every turn -whether through open, collaborative relationships with your direct manager or more formal opportunities through hospital councils and national nursing initiatives. You'll help shape decisions that elevate both patient outcomes and the future of nursing. Job Summary and Qualifications What qualifications you will need: (RN) Registered Nurse Associate Degree, or Bachelors Degree 2 years of quality or performance improvement experience is preferred Benefits Centerpoint Medical Center, offers a total rewards package that supports the health, life, career and retirement of our colleagues. The available plans and programs include: Comprehensive benefits for medical, prescription drug, dental, vision, behavioral health and telemedicine services Wellbeing support, including free counseling and referral services Time away from work programs for paid time off, paid family leave, long- and short-term disability coverage and leaves of absence Savings and retirement resources, including a 401(k) Plan with a 100% match on 3% to 9% of pay (based on years of service), Employee Stock Purchase Plan, flexible spending accounts, preferred banking partnerships, retirement readiness tools, rollover support and financial wellbeing counseling Education support through tuition assistance, student loan assistance, certification support, dependent scholarships and a partnership with Galen College of Nursing Additional benefits for fertility and family building, adoption assistance, life insurance, supplemental health protection plans, auto and home insurance, legal counseling, identity theft protection and consumer discounts Learn more about Employee Benefits Note: Eligibility for benefits may vary by location. ""Nurses are essential to the delivery of healthcare and serve as its foundation. At HCA Healthcare, we are committed to equipping nurses with the tools and resources they need",https://app.nursefern.com,Quality,NurseFern,2026-06-25T11:40:39.612354
"BEHAVIORAL HEALTH / SUBSTANCE USE NURSE CARE MANAGER, ADULT",Included Health,2026-06-25,Remote,Remote,Full-time,Days,Must Be Licensed In: Compact,$0 - $0 Salary,"Responsibilities: Deliver coordinated, patient-centered virtual Care Management by telephone or video that improves members' health outcomes. Create impactful care plans together with members and our diverse care team, and help members achieve the desired goals. Help members navigate complex medical conditions, treatment pathways, benefits, and the healthcare system in general. Partner with the members' local providers to ensure coordinated care. Provide compassionate, longitudinal follow-up care, building supportive relationships. Assist throughout acute healthcare episodes, such as hospitalizations and rehabilitation stays, providing coordinated Case Management to support the member and their family. Coordinate necessary resources that holistically address members' problems, whether clinical or social Qualifications: Bachelor of Science in Nursing (BSN). Current CCM required 5+ years of experience in nursing 2+ years experience working in care, case and disease management, preferably in a health plan, health navigator or third party administrator (TPA) environment. 2+ years experience working in Behavioral Health and or substance use field Must reside in a compact NLC state. Active Compact RN license in good standing with the nursing board of their state. Active California Nursing License preferred. Willingness to become (and maintain) licensure in multiple states. Work until 9-6PM PST Be comfortable discussing several medical conditions and experience with populations across the age ranges Spanish speaking desirable Experience working remotely, and strong competence and ability to use multiple computer/medical record systems. Be empathetic. We work with patients and their families who are going through challenging times. You practice empathy and reassure patients that we are available to help them. We are a fast-growing company and we are busy. Our team will meet volume goals without sacrificing quality. Strictly follow security and HIPAA regulations to protect o",https://app.nursefern.com,Case Management (CM),NurseFern,2026-06-25T11:40:46.003636
RN - UTILIZATION REVIEW,Providence,2026-06-24,Remote,On-site,Full-time,Days,Must Be Licensed In: Washington,$47.69 - $94.06 Hourly,"ReqID: 441149 Company: Providence Job Category: Health Information Management Shift: Day Schedule: Full time Work Location: Providence St Peter Hospital-Olympia The Utilization Review (UR) Nurse has a strong clinical background blended with well-developed knowledge and skills in Utilization Management (UM), medical necessity and patient status determination. This individual supports the UM program by developing and maintaining effective, efficient processes for determining the appropriate admission status based on regulatory and reimbursement requirements of commercial and government payers. Utilizes appropriate criteria and interprets the implications of clinical status and the medical treatment plan with current federal regulations/guidelines thereby expediting the billing process, payment and preventing governmental sanction. The UR nurse is responsible for performing comprehensive admission, concurrent and retrospective UR related reviews and functions to ensure that appropriate data is tracked, evaluated and reported. This individual actively participates in process improvement initiatives, working with multiple departments and multi-disciplinary staff. This role requires current and accurate knowledge regarding commercial and government payers as well as accreditation regulations/guidelines/criteria related to UM. Providence caregivers are not simply valued - they're invaluable. Join our team at Providence St. Peter Hospital and thrive in our culture of patient-focused, whole-person care built on understanding, commitment, and mutual respect. Your voice matters here, because we know that to inspire and retain the best people, we must empower them. Required Qualifications: Upon hire: Washington Registered Nurse License. 3 years of Nursing experience. Preferred Qualifications: Bachelor's Degree in Nursing or Associate's Degree in Nursing. 3 years of experience in Utilization Review, Care Management, Quality Management, and/or Discharge planning. W",https://app.nursefern.com,Utilization Review & Management (UR/UM),NurseFern,2026-06-25T11:40:48.113297
"UTILIZATION MANAGEMENT NURSE, LVN/LPN",NeueHealth,2026-06-24,Remote,Remote,Full-time,Days,Must Be Licensed In: California,$26.35 - $39.53 Hourly,"The Concurrent Utilization Review (UR) Nurse is responsible for conducting real-time clinical reviews to ensure the medical necessity and appropriateness of healthcare services provided to members under a managed care health plan. This role involves assessing inpatient admission and continued stays, coordinating with healthcare providers, facilitating communication with payers, and ensuring compliance with health plan policies and clinical guidelines. The UR Nurse collaborates with the Medical Director and clinical leadership for complex cases, denials, and escalated reviews. Key Responsibilities: 1. Concurrent Review & Case Assessment Conduct timely reviews of inpatient and skilled nursing services to determine medical necessity and appropriateness based on established clinical guidelines (e.g., InterQual, MCG). Evaluate clinical documentation to support level-of-care determinations, treatment plans, and continued hospital stays. Ensure adherence to health plan policies, clinical criteria, and regulatory requirements. 2. Collaboration with Medical Director Review and escalate complex or borderline cases to the Medical Director for further assessment. Provide the Medical Director with comprehensive clinical summaries, including case history, treatment plans, and justifications for continued care or level-of-care decisions. Collaborate with the Medical Director to develop treatment recommendations and resolve discrepancies in care. 3. Authorization & Payer Communication Process authorization requests for inpatient hospital admissions, LTAC, inpatient rehab, and skilled nursing admissions. Communicate with healthcare providers to request additional documentation or clarify treatment plans. Ensure timely approvals or denials of requested services per the health plan's benefit structure and clinical guidelines. Escalate cases to the Medical Director or higher clinical authority when necessary. 4. Care Coordination & Discharge Planning Support Work closely with c",https://app.nursefern.com,Utilization Review & Management (UR/UM),NurseFern,2026-06-25T11:40:50.214379
CALL CENTER TRIAGE REGISTERED NURSE - BILINGUAL SPANISH,CVS Health,2026-06-24,Remote,Remote,Full-time,,"Must Be Licensed In: Compact, Alabama, Arizona, Arkansas, Colorado, Connecticut, Georgia, Illinois, Indiana, Iowa, Kansas, Kentucky, Louisiana, New Jersey, New Mexico, New York, North Carolina, Ohio, Oklahoma, Michigan, Mississippi, Missouri, Pennsylvania, Rhode Island, South Carolina, Tennessee, Texas, Virginia",$29.1 - $62.32 Hourly,"We're building a world of health around every individual - shaping a more connected, convenient and compassionate health experience. At CVS Health, you'll be surrounded by passionate colleagues who care deeply, innovate with purpose, hold ourselves accountable and prioritize safety and quality in everything we do. Join us and be part of something bigger - helping to simplify health care one person, one family and one community at a time. Title: Clinical Call Center Triage Nurse Company: Oak Street Health Location: Remote Role Description: The Clinical Call Center Triage Nurse effectively extends care during and outside of regular Oak Street Health clinic hours by addressing patients' medical, social, and psychological needs telephonically. Core Responsibilities: Provide confident and professional service to OSH patients Follow current Prescription Refill policy Remain engaged with patients without background distraction. Clear and precise documentation while on a call Complete documentation for all patient requests prior to ending a call Check the CareReq queue and ensure CareReqs are complete Complete all tasks or requests that are within the scope and ability of the role Schedule appointments for patients that may be off-cadence or are requesting an appointment Arrange transportation for clinic visits Aware of organizational goals and visibly strives to meet departmental metrics Other duties as assigned Career Development Opportunities: The career path from Clinical Call Center Triage Nurse I to Clinical Call Center Triage Nurse II includes: A minimum tenure of 6 months in the Triage RN I role Consistently demonstrates strong problem-solving abilities, effective communication, and a thorough understanding of customer needs Demonstration of a strong desire to learn and grow in their role Introductory learning of all the skills and working toward meeting ""Exceptional"" performance metrics for all job skills: Average Unavailable Time Average Handle Time Ave",https://app.nursefern.com,Triage,NurseFern,2026-06-25T11:40:52.308197
SECOND LEVEL REVIEWER I PRN REMOTE,AdventHealth,2026-06-24,Remote,Remote,PRN/Per Diem,Days,"Must Be Licensed In: State Of Residency, Florida",$31.82 - $59.17 Hourly,"Reviews concurrent medical records for documentation compliance, including completeness and accuracy for severity of illness (SOI), risk of mortality (ROM), and quality. Completes accurate and timely record reviews to ensure the integrity of documentation compliance. Inputs data into CDI Software accurately and concisely, resulting in precise metrics obtained through the reconciliation process. Recognizes opportunities for documentation improvement using strong critical-thinking skills and sound judgment. Initiates and formulates CDI severity worksheets and clinically credible clarifications for inpatients, presenting opportunities for improved documentation compliance to physicians, nurse practitioners, and other clinical team members. Transcribes documentation clarifications as appropriate for SOI, ROM, PSI, HCCs, and HACs to ensure documentation compliance. Educates members of the patient-care team regarding documentation regulations and guidelines, including physicians, allied health practitioners, and nursing, with quarterly and annual compliance updates from Medicare. Communicates effectively and appropriately with physicians and other healthcare providers to ensure accurate and complete clinical documentation. Collaborates with HIM staff to resolve discrepancies with DRG assignments and other coding issues. Completes well-timed follow-up case reviews on all cases, prioritizing resolution of those with clinical documentation clarifications. Participates in department meetings, providing feedback on outstanding issues, presentations for educational opportunities, and addressing needs identified by CDI leaders. Assumes personal responsibility for professional growth, development, and continuing education to maintain a high level of proficiency. Performs other duties as assigned.Knowledge, Skills, and Abilities: * Excellent interpersonal skills including excellent verbal and written communication skills; proficient in and demonstrates excellent physician relatio",https://app.nursefern.com,Clinical Documentation Integrity (CDI),NurseFern,2026-06-25T11:40:54.406761
RN APPEALS ANALYST,BlueCross BlueShield of Tennessee,2026-06-24,Remote,Remote,Full-time,Days,"Must Be Licensed In: Compact, Tennessee",$0 - $0 Salary,"This position is full time (40 hours/week) Monday-Friday from 8:00am - 5:00pm and will be fully remote. What You'll Do: Documents the basis of the appeal or retrospective review in an accurate and timely manner and in accordance with applicable regulations or standards. Performs thorough research of the substance of service appeals by both member and provider based on clinical documentation, contractual requirements, governing agencies, policies and procedures, while adhering to confidentiality regulations regarding protected health information. Performs appeal and retrospective reviews demonstrating ability to define and determine precedence of pertinent issues in application of policies and procedures to clinical information and or application to benefit or policy provisions. Performs special projects including reviews of clinical information to identify quality of care issues. To Qualify for This Position, You'll Need the Following: Required Education: Associate's in a job-related field Degree Equivalency: Graduate of Accredited School of Nursing Required Work Experience: 2 years clinical experience plus 1 year utilization/medical review, quality assurance, or home health, OR, 3 years clinical. FOR PALMETTO GBA (CO. 033) ONLY: 2 years clinical experience plus 2 years utilization/medical review, quality assurance, or home health experience or a combination of experience in clinical, utilization/medical review, quality assurance or home health experience totaling four years. Required Skills and Abilities: Working knowledge of word processing software. Ability to work independently, prioritize effectively, and make sound decisions. Working knowledge of managed care and various forms of health care delivery systems. Strong clinical experience to include home health, rehabilitation, and/or broad medical surgical experience. Knowledge of specific criteria/protocol sets and the use of the same. Good judgment skills. Demonstrated customer service, orga",https://app.nursefern.com,"Utilization Review & Management (UR/UM), Denials & Appeals",NurseFern,2026-06-25T11:40:56.507692
CLINICAL CLEARANCE SPECIALIST (RN),Charlie Health,2026-06-24,Remote,Remote,Contract,Days,Must Be Licensed In: State Of Residency,$48 - $52 Salary,"The Clinical Clearance Specialist is a fully remote 1099 contractor role within Charlie Health's Clinical Operations / Admissions function. This RN serves as the dedicated clinical reviewer for escalated admissions cases involving eating disorder (ED) and substance use disorder (SUD) presentations - cases that require nursing-level clinical expertise beyond the independent decision-making scope of the CAT team, but that do not require physician review. You will own the clearance review queue, interpret labs, vitals, and EKGs, issue timely admission determinations, and serve as the primary clinical bridge between the admissions team and medical leadership. Responsibilities Receive, triage, and independently review escalated clinical clearance requests submitted by the CAT/CAA team Apply nursing clinical judgment to determine admission appropriateness for complex ED and SUD presentations Review and interpret ED medical clearance labs (electrolytes, CBC, prealbumin, phosphorous, liver function) and integrate findings into clearance determinations Evaluate EKG findings relevant to ED presentations - bradycardia, QTc prolongation, ST/T wave changes - in context of nutritional and electrolyte status Assess orthostatic vital signs and recognize hemodynamic instability Issue timely clearance outcomes (clear for admission or refer out for HLOC) and communicate directly to CATs Serve as clinical liaison between the CAT team and medical leadership; prepare organized case summaries for physician-level escalations Track and follow up on pending lab results; coordinate with clients and providers to eliminate admission delays Maintain the clinical clearance queue in Salesforce; ensure all 'Admission Pending - Clinical Clearance' cases are reviewed promptly Coordinate MAT-related clearances per state/insurance eligibility criteria; escalate to medical leadership as needed Identify process gaps and recommend updates to decision trees, templates, and SOPs Contribute to CAT team tr",https://app.nursefern.com,"Case Management (CM), Triage",NurseFern,2026-06-25T11:40:58.608162
RN CALL ASSIST SUPERVISOR REMOTE,UnitedHealth Group,2026-06-24,Remote,Remote,Full-time,Days,"Must Be Licensed In: State Of Residency, Oregon","$72,800 - $130,000 Salary","For those who want to invent the future of health care, here's your opportunity. We're going beyond basic care to health programs integrated across the entire continuum of care. Join us to start Caring. Connecting. Growing together. Under general supervision, organizes, supervises and leads the operation of the team, assuring the continuity and quality of patient care by following appropriate clinic/department protocols and the supervision and evaluation of staff. The RN Clinical Support Supervisor will articulate program status proactively and routinely to internal committees, advising leadership on key strategic initiatives, risks and opportunities related to telephonic nurse triage. Collect, analyze, maintain and report data on the utilization of medical services, department results and resource use. If you have an OR Registered Nurse License, you will have the flexibility to work remotely* as you take on some tough challenges. Primary Responsibilities: Supervise and develop team consisting of diverse clinical and related positions and skill sets. Actively works with all members of the department health care team to manage patient care, ensuring quality and safety of nursing care and smooth patient flow within department. Collaborates with leadership and other business functions in enhancements to clinical care model and operational flow. Articulate program status proactively and routinely to internal committees, advising leadership on key strategic initiatives, risks and opportunities related to hospital and readmission rates. Collect, analyze, maintain and report data on the utilization of medical services, department results and resource use Provides regular performance feedback and conducts performance appraisals to ensure performance standards are met. Monitors skill development and performance of the staff. Directs the work of staff, including supervision, hiring, and terminations; determine staffing needs, and ensure efficient utilization of staff and",https://app.nursefern.com,Triage,NurseFern,2026-06-25T11:41:02.804431
"CLINICAL GRIEVANCES - REMOTE IN PST, MST AND CST",UnitedHealth Group,2026-06-24,Remote,Remote,Full-time,Days,Must Be Licensed In: State Of Residency,"$60,200 - $107,400 Salary","At UnitedHealthcare, we're simplifying the health care experience, creating healthier communities and removing barriers to quality care. The work you do here impacts the lives of millions of people for the better. Come build the health care system of tomorrow, making it more responsive, affordable and optimized. Ready to make a difference? Join us to start Caring. Connecting. Growing together As the new Clinical Grievances Nurse, you will be responsible for reviewing incoming member cases to determine if the appropriate care was given. In providing consumer - oriented health benefit plans to millions of people; our goal is to create higher quality care, lower costs and greater access to health care. Join us and you will be empowered to achieve new levels of excellence and make a profound and personal impact as you contribute to new innovations in a vital and complex system. If you are located within PST, CST, MST time zones, you will have the flexibility to work remotely* as you take on some tough challenges. Primary Responsibilities: Perform clinical assessment of healthcare services provided to our members for appropriateness Understand relevant state and federal grievance and peer review requirements and accreditation standards applicable for processes supported Facilitate telephonic discussion with health care providers and/or members to obtain additional clinical information Provide timely, quality service to members and providers while upholding UnitedHealthcare culture values Act as a resource for others with less experience Work independently and collaborating with Medical Directors and non-clinical partners Function as a member of a self-directed team to meet specific individual and team performance metrics Manage and maintain quality and productivity metrics You'll be rewarded and recognized for your performance in an environment that will challenge you and give you clear direction on what it takes to succeed in your role as well as provide developm",https://app.nursefern.com,"Utilization Review & Management (UR/UM), Denials & Appeals, Quality",NurseFern,2026-06-25T11:41:04.902400
