job_title,company,date_posted,location,remote_status,employment_type,schedule,license_requirements,salary_range,job_description,apply_link,specialties,source_site,scraped_at
NURSE PRACTITIONER OR PHYSICIAN ASSISTANT - PRN,Curana,2026-08-19,Remote,Remote,Contract,,Must Be Licensed In: State Of Residency,,"At Curana Health, we're on a mission to radically improve the health, happiness, and dignity of older adults-and we're looking for passionate people to help us do it. As a national leader in value-based care, we offer senior living communities and skilled nursing facilities a wide range of solutions (including on-site primary care services, Accountable Care Organizations, and Medicare Advantage Special Needs Plans) proven to enhance health outcomes, streamline operations, and create new financial opportunities. Founded in 2021, we've grown quickly-now serving 200,000+ seniors in 1,500+ communities across 32 states. Our team includes more than 1,000 clinicians alongside care coordinators, analysts, operators, and professionals from all backgrounds, all working together to deliver high-quality, proactive solutions for senior living operators and those they care for. Ranked #147 on the Inc. 5000 list of America's fastest-growing private companies, we're just getting started. If you're looking to make a meaningful impact on the senior healthcare landscape, you're in the right place-and we look forward to working with you. For more information about our company, visit CuranaHealth.com. Summary: We are seeking a compassionate and skilled Nurse Practitioner or Physician Assistant to join our healthcare team, delivering high-quality primary care in senior living facilities. In this role, you will provide direct patient care, focusing on promoting wellness, managing chronic conditions, and coordinating care with other healthcare providers. This position offers a rewarding opportunity to improve the health and quality of life for seniors within assisted and independent living communities. Essential Duties & Responsibilities: Patient Care and Assessment: Perform comprehensive assessments, develop treatment plans, and provide ongoing care management for residents, focusing on preventive care and chronic disease management. Routine Rounds and Monitoring: Conduc",https://app.nursefern.com,Telehealth,NurseFern,2026-08-20T09:35:18.877873
RN TRAINER (CONTRACT),Sagility,2026-08-19,Remote,Remote,Contract,Days,Must Be Licensed In: State Of Residency,,"Sagility combines industry-leading technology and transformation-driven BPM services with decades of healthcare domain expertise to help clients draw closer to their members. The company optimizes the entire member/patient experience through service offerings for clinical, case management, member engagement, provider solutions, payment integrity, claims cost containment, and analytics. Sagility has more than 25,000 employees across 5 countries. Temporary trainer position to support seasonal ramp Job title: RN Trainer (Contract) Job Description: Education: RN Mandatory Skills: Strong clinical judgment and case management expertise. Ability to ensure readiness to production by validating OJT/nesting performance against client expectations. Skilled in coaching, mentoring, and performance feedback, particularly during nesting and JIT phases. Knowledge of Medicare and Medicaid program requirements and payer criteria. Ability to design and deliver refresher/upskilling modules based on client needs, NPS trends, and Quality opportunities. Proficiency in training documentation, reporting, and administrative accuracy. Instructional design awareness: able to recommend curriculum enhancements to clients based on learner feedback and performance data. Strong communication and presentation skills, with the ability to simplify complex concepts. Collaboration and stakeholder management with clients, operations, and quality teams. Effective time management and workload prioritization in a fast-paced environment. Roles & Responsibilities: Facilitate new hire, upskilling, refresher, and ongoing training in classroom and/or virtual environments. Deliver just-in-time (JIT) and nesting/OJT support, coaching learners on client processes and expectations in real-world program contexts. Complete and maintain certification through the client-led Train-the-Trainer program. Prepare and submit training reports, scorecards, nesting dashboards, and certification trackers accur",https://app.nursefern.com,Education,NurseFern,2026-08-20T09:35:20.981014
NURSE CARE MANAGER - COMPASSIONATE CARE PROGRAM,Evergreen Nephrology,2026-08-19,Remote,Remote,Full-time,Days,Must Be Licensed In: State Of Residency,"$90,000 - $103,000 Salary","As an Evergreen Compassionate Care Nurse Care Manager with Evergreen Nephrology, you will work closely with the Program Manager of the Evergreen Compassionate Care Program (ECCP) to manage the healthcare journey of patients referred to the program based on their unique healthcare needs, goals, and wishes. You will collaborate with a team of Physicians, Advanced Practice Providers, and interdisciplinary team members to manage patients referred to the ECCP by taking full ownership of patients within your panel, focusing on helping patients with kidney disease understand their diagnosis and prognosis as well as services available to them so they are empowered to make healthcare decisions they are comfortable with. You will perform assessments and advance care planning conversations to identify their needs based on their values, goals, and preferences. You will assess patients for hospice appropriateness and hospice-mindedness. From this assessment, you will either refer patients to the appropriate program within Evergreen for ongoing kidney care management with or without dialysis, and or will coordinate continued care under their nephrologist; or coordinate a transition to hospice care in collaboration with community providers. You will act as a clinical liaison and educator, working closely with the Program Manager of the ECCP, to provide resources and training both internally and externally regarding identifying patients who need advance care planning and goals or care discussions, and/or patients who may be appropriate for hospice care. While this position is fully remote, you must be able to work 8:30am - 5pm in the Central time zone. Role Responsibilities Quickly build empathetic relationships with patients and families. Effectively complete patient education (including family involvement as appropriate) regarding diagnosis, prognosis, treatment options, and advocate for access to the preferred treatment option. Evaluate and identify patient's needs based on",https://app.nursefern.com,Case Management (CM),NurseFern,2026-08-20T09:35:23.083410
"RN, UTILIZATION REVIEW",Oregon Health & Science University,2026-08-19,Remote,Remote,Full-time,Days,Must Be Licensed In: Oregon,$55.24 - $92.02 Hourly,"The Utilization Management Department enacts the hospital UR Plan. The department provides for the assessment of the medical necessity of admission and continued stay, appropriate bed status, denials management, and outlier review. The department provides clinical information to third party payers to assure medical necessity requirements are met to secure authorization. Function/Duties of Position Utilization Nurse Role: Utilization Management Nurses work within the multidisciplinary team to determine medical necessity of admission and continued stay in the hospital as well as correct patient classification and efficient use of resources. They conduct robust utilization review. Utilization Management Nurses use established criteria to determine appropriateness of admission and continued stay and work with payers to assure ongoing authorization for continued stay. They contribute to meeting OHSU's strategic plan of safe LOS reduction and reduction in readmission rates. Patient populations served: * Utilization Management functions are also contracted out to our collaborative site at Columbia Memorial (CMH), Adventist Health (AHPL), and Hillsboro Medical Center (HMC). * Utilization Management completes admission and concurrent reviews on all hospitalized patients regardless of payer, age, or location of admission. They are available to assist in utilization management questions for patients in outpatient spaces and will complete pre-reviews for specific surgical types/locations as consulted. Skill mix: identify minimum qualifications and competencies necessary to work within department: * The UM functions have been delegated from the Clinical Resource Management Committee (CRMC) by the facilities' professional board and the activities of the department are reported up through the Regulatory Oversight Committee (ROC). * The Utilization Management department is comprised of primarily registered nurses who hold previous Utilization Managemen",https://app.nursefern.com,Utilization Review & Management (UR/UM),NurseFern,2026-08-20T09:35:27.315270
PRESERVICE REVIEW NURSE - REMOTE,UnitedHealth Group,2026-08-19,Remote,Remote,Full-time,Days,Must Be Licensed In: Nevada,$29 - $52 Hourly,"At UnitedHealthcare, we're simplifying the health care experience, creating healthier communities and removing barriers to quality care. The work you do here impacts the lives of millions of people for the better. Come build the health care system of tomorrow, making it more responsive, affordable and optimized. Ready to make a difference? Join us to start Caring. Connecting. Growing together The Preservice Review RN is responsible for reviewing requests received from providers, using approved protocols and criteria. (Milliman Care Guidelines or Healthcare Operations Protocols). The RN is expected to approve those requests that meet medical necessity, along with benefit level, and the contractual status of the provider / facility as appropriate for self-funded lines of business. This position is also a resource to new staff and may precept as well. *** Candidates must be available to work Monday - Friday from 8:00 am - 5:00 pm PST. *** You'll enjoy the flexibility to work remotely * from anywhere within the U.S. as you take on some tough challenges. Primary Responsibilities: Evaluate and assess each request verifying eligibility and specific product Determine benefit level based on site of service Utilize written criteria to approve, pend or send the case to the medical director for review Send cases for pending process when appropriate Maintain at least 98% accuracy of clinical review case notes in Facets Maintain productivity standards and maintain compliance with all regulatory agencies including NCQA, DOL, DOI for each state, Medicaid, CMS and OPM Maintain at least 98% accuracy in summarizing cases for the Medical Director to review using appropriate protocols based members clinical and benefit information Maintain compliance with turnaround times based on the member's product, the type of request and the specific regulatory agency Be knowledgeable of and comply with the Nurse Practice Act for each state that licensure is required to perform SHL business Pr",https://app.nursefern.com,"Utilization Review & Management (UR/UM), Prior Authorization (PA)",NurseFern,2026-08-20T09:35:29.400738
UR LVN UTILIZATION/CLINICAL CLAIM REVIEW NURSE,UnitedHealth Group,2026-08-19,Remote,Remote,Full-time,Days,Must Be Licensed In: Texas,$20 - $36 Hourly,"Explore opportunities with Kelsey-Seybold Clinic, part of the Optum family of businesses. Work with one of the nation's leading health care organizations and build your career at one of our 40+ locations throughout Houston. Be part of a team that is nationally recognized for delivering coordinated and accountable care. As a multi-specialty clinic, we offer care from more than 900 medical providers in 65 medical specialties. Take on a rewarding opportunity to help drive higher quality, higher patient satisfaction and lower total costs. Join us and discover the meaning behind Caring. Connecting. Growing together. The vocational nurse provides nursing care to patients in an assigned clinical area, under the supervision of a Nurse Supervisor, or Nurse Coordinator. The LVN applies clinical nursing knowledge and utilizes demonstrated skills to ensure the safety and comfort of patients and families according to legal, organizational and professional standards. The LVN identifies priorities and makes judgments concerning basic needs of multiple patients in order to organize care. Work Hours: 9am-6pm Monday-Friday. Primary Responsibilities: Clerical: Review doctor's schedule, abstract as needed, print PVS for each patient and request other relevant information needed for patient's visit that day Prepares and submits patient documents for scanning Monitor assigned in basket and complete work as needed-Overdue Results/Letters Schedule appointments and assist patient with specialty referrals and radiology testing Provide pre-printed patient educational material as directed by provider Proper disposal of confidential patient information -daily Follows HIPAA policy and procedures regarding patient confidentiality Reinforce patient teaching Identify basic health related learning needs of patient Prepare and submit UR and other referrals as directed by the physician Call in prescriptions as directed by the physician Patient Care: Monitor in basket for orders placed by phys",https://app.nursefern.com,Utilization Review & Management (UR/UM),NurseFern,2026-08-20T09:35:31.492920
RN CALL CENTER NURSE - CA REMOTE,UnitedHealth Group,2026-08-19,Remote,Remote,Full-time,,Must Be Licensed In: California,$28.94 - $51.63 Hourly,"Optum CA is seeking a RN Call Center Nurse to join our team in Torrance, CA. Optum is a clinician-led care organization that is changing the way clinicians work and live. As a member of the Optum Care Delivery team, you'll be an integral part of our vision to make healthcare better for everyone. At Optum, you'll have the clinical resources, data and support of a global organization behind you so you can help your patients live healthier lives. Here, you'll work alongside talented peers in a collaborative environment that is guided by diversity and inclusion while driving towards the Quadruple Aim. We believe you deserve an exceptional career, and will empower you to live your best life at work and at home. Experience the fulfillment of advancing the health of your community with the excitement of contributing new practice ideas and initiatives that could help improve care for millions of patients across the country. Because together, we have the power to make health care better for everyone. Join us and discover how rewarding medicine can be while Caring. Connecting. Growing together. Optum's Pacific West region is redefining health care with a focus on health equity, affordability, quality, and convenience. From California to Oregon and Washington, we are focused on helping more than 2.5 million patients live healthier lives and helping the health system work better for everyone. At Optum Pacific West, we care. We care for our team members, our patients, and our communities. Join our culture of caring and make a positive and lasting impact on health care for millions. Position in this function is responsible for providing moderately complex telephonic nursing assessment, evaluation, and advice to patients through established and approved telehealth protocols with physician oversight. If you are located within a commutable distance to Torrance, CA, you will have the flexibility to work remotely* as you take on some tough challenges. Primary Responsibilities:",https://app.nursefern.com,Triage,NurseFern,2026-08-20T09:35:33.580918
CASE MANAGER RN - PER DIEM,UnitedHealth Group,2026-08-19,Remote,Remote,Full-time,Days,Must Be Licensed In: Compact,$29 - $52 Hourly,"The Care Manager, RN provides leadership in the coordination of patient-centered care across the continuum, develops a safe discharge plan through collaboration with the patients/caregivers and multidisciplinary healthcare team to arrange appropriate post discharge services and optimal transitions in care. Facilitates appropriate LOS, patient experience, and reimbursement for all patients. Develops and maintains collaborative relationships with all members of the healthcare team. Through clinical care coordination drives efficient utilization of resources to reduce length of stay, improve patient flow and throughput, limits variation by applying innovative and evidence-based practice, and to reduce the risk of readmission. You'll enjoy the flexibility to telecommute* from anywhere within the U.S. as you take on some tough challenges. Primary Responsibilities: Effectively problem-solves and actively pursues resolution Directly communicates with staff, physicians, patients, and families Role models leadership behavior through courtesy, respect, and efficiency Coordinates patient care processes to achieve desired quality outcomes and identifies/controls inappropriate resource utilization Facilitates patient and family education and promotes continuity of care to achieve optimal patient outcomes. Assures patient rights by offering a choice when appropriate Reviews the patient plan of care with the multi-disciplinary team. Facilitates and participates in multi-disciplinary team care conferences for patients with complex problems. Communicates in the medical record and verbally with the team to coordinate interventions and facilitate continuity of care Daily communication and collaboration with the patient care staff to provide continuous assessment, evaluation, and continuum planning to assure the patient receives the appropriate level of care at the appropriate time. Facilitates the implementation of nursing interventions as indicated by the multi-disciplinary team",https://app.nursefern.com,Case Management (CM),NurseFern,2026-08-20T09:35:35.665555
UTILIZATION REVIEW RN,,2026-08-19,Remote,Remote,Full-time,Days,"Must Be Licensed In: Compact, West Virginia",$0 - $0 Salary,"The UR RN specializes in examining medical records and developing concise and pertinent clinical reviews to support authorization obtainment, avoid payment denial, and optimize reimbursement. The Utilization Review (UR) Nurse has acute knowledge and skills in areas of utilization management (UM), medical necessity, and patient status determination. The Utilization Management Case Manager is responsible for performing the initial and concurrent Utilization Reviews on all patients admitted or placed in outpatient status with observation services. MINIMUM QUALIFICATIONS: EDUCATION, CERTIFICATION, AND/OR LICENSURE: 1. Current Registered Nurse license issued by the state in which services will be provided or current multi-state Registered Nurse license through the enhanced Nurse Licensure Compact (eNLC). EXPERIENCE: 1. Three (3) years of healthcare clinical experience. PREFERRED QUALIFICATIONS: EDUCATION, CERTIFICATION, AND/OR LICENSURE: 1. Bachelor's Degree in Nursing OR Associate of Science in Nursing Degree (ASN) or Diploma; Currently enrolled in a BSN program and BSN completion within three (3) years of hire. EXPERIENCE: 1. Medical Management for Medicare and/or Medicaid populations. 2. Utilization Management experience. CORE DUTIES AND RESPONSIBILITIES: The statements described here are intended to describe the general nature of work being performed by people assigned to this position. They are not intended to be constructed as an all-inclusive list of all responsibilities and duties. Other duties may be assigned. 1. Assure effective communication of medical necessity to the applicable payor. 2. Reviews, assesses, and evaluates clinical information used to support Utilization Management (UM) decisions based on medical record documentation. 3. Facilitates professional communication to ensure the authorization process is completed in a patient centered manner with adherence to quality and timeline standards. 4. Reviews medical records and compiles",https://app.nursefern.com,Utilization Review & Management (UR/UM),NurseFern,2026-08-20T09:35:37.757790
INTAKE LPN HOME HEALTH AND HOSPICE,,2026-08-19,Remote,Remote,Full-time,Days,Must Be Licensed In: Compact,$0 - $0 Salary,"Responsible for facilitating the intake process for new patients. The Intake Specialist serves as the central coordinator for referral management, insurance verification, and initial assessment scheduling. Conducting thorough patient assessments, they determine eligibility for Home Health and/or Hospice services and facilitate the transition from referral to admission. Through effective communication and collaboration with healthcare providers and patients, they ensure a seamless intake experience while maintaining compliance with regulatory standards and organizational protocols. By efficiently initiating and coordinating patient-centered Home Health and/or Hospice services, the Specialist plays a pivotal role in ensuring timely access to care and resources for individuals in need. MINIMUM QUALIFICATIONS: EDUCATION, CERTIFICATION, AND/OR LICENSURE: 1. Associates Degree or Certification in Nursing 2. Current Licensed Practical Nurse license issued by the state in which services will be provided or current multi-state Licensed Practical Nurse license through the enhanced Nurse Licensure Compact (eNLC). PREFERRED QUALIFICATIONS: EDUCATION, CERTIFICATION, AND/OR LICENSURE: 1. Bachelor's degree in nursing. EXPERIENCE: 1. Two (2) years of Home Health and/or Hospice experience. 2. Two (2) years of experience in utilization review/chart audit. CORE DUTIES AND RESPONSIBILITIES: The statements described here are intended to describe the general nature of work being performed by people assigned to this position. They are not intended to be constructed as an exhaustive list of all responsibilities and duties. Other duties may be assigned. 1. Manage the intake process for new patients, including receiving referrals from healthcare providers, insurance verification, and scheduling initial assessments. 2. Serve as the primary point of contact for patients, families, healthcare professionals, and referral sources regarding Home Health and/or Hospice services. 3. En",https://app.nursefern.com,Case Management (CM),NurseFern,2026-08-20T09:35:39.844410
