job_title,company,date_posted,location,remote_status,employment_type,schedule,license_requirements,salary_range,job_description,apply_link,specialties,source_site,scraped_at
Medical Billing - Quality Assurance - Digitech - Remote,Sarnova,2026-07-13,United States,Remote,Regular | Perm Employee,Regular | Perm Employee,Remote,,"The Sarnova Family of companies includes Digitech Computer, Bound Tree Medical, Tri-anim Health Services, Cardio Partners, and Emergency Medical ProductsDigitech is a leading provider of advanced billing and technology services to the EMS transport industry. Since its founding in 1984, Digitech has refined its software platform to create a cloud-based billing and business intelligence solution that monitors and automates the entire EMS revenue lifecycle. Digitech leverages its proprietary technology to offer fully outsourced services that maximize collections, protect compliance, and deliver results for clients.Summary:The QA Specialist plays a critical role in ensuring the accuracy, compliance, and quality of all Medicare and Medicaid claims before submission. In this highvolume, detaildriven position, the QA Specialist reviews patient care reports (PCRs), validates service levels and documentation, and confirms that all regulatory and payerspecific requirements are met. This role requires clinical insight, exceptional attention to detail, and a commitment to maintaining the highest standards of billing integrity.Essential Duties and Responsibilities:Perform detailed quality reviews of all Medicare/Medicaid claims after coding and before submission to ensure accuracy, compliance, and completenessExamine patient care reports (PCRs) to confirm documentation supports the billed level of service and adheres to payer rules and medical necessity standardsValidate coding selections, including level of service assignments, mileage accuracy, and required clinical indicatorsEnsure documentation compliance with federal, state, and payer regulations, including signature requirements, narratives, interventions, and supporting detailsVerify claim readiness by ensuring all required documentation and attachments are present prior to releasing the claimIdentify discrepancies or errors and take action to correct, escalate, or return claims to coders for further reviewMaintain highvolume throughput while consistently meeting accuracy and productivity expectations.Collaborate with Coding, Billing, QA leadership, and other internal teams to resolve questions or clarify documentation issuesSupport continuous quality improvement by identifying trends, gaps, or training opportunities.Additional job duties as assignedSkills/Experience Required:Education: High School Diploma or equivalentClinical or medical background strongly preferred: LPN, RN, EMT, Paramedic, LNA, Medical Aide, or equivalent experienceStrong understanding of medical terminology, EMS clinical documentation, and healthcare billing standardsAbility to navigate and work efficiently across multiple computer programs simultaneouslyMust have reliable home internet with speeds of 15 Mbps or higherMust successfully complete a basic computer skills assessment prior to interview; typing test for speed and accuracy may also be requiredExcellent attention to detail, accuracy, and documentation review skillsStrong timemanagement skills with the ability to meet tight deadlines and maintain high productivityAbility to remain focused, organized, and productive in a remote, independent work environmentStrong communication skills, both written and verbal, with professionalism and excellent judgment.Dependable, punctual, and comfortable asking questions or seeking clarification when neededAbility to remain calm and effective in a fast-paced, timesensitive workload environmentAbility to independently manage all aspects of the job role including required goals and business practices in a remote environmentSarnova is an Equal Opportunity Employer. We offer a competitive salary, commensurate with experience, along with a comprehensive benefits package, including 401(k) Plan. EO/M/F/Veterans/Disabled.Our mission is to be the best partner for those who save and improve patients' lives. Excellence in delivering upon our mission is dependent upon having a diverse team that is empowered to bring their full, authentic self to work each day. We strive to create a workplace that reflects the communities we serve, and we are passionate about creating an inclusive workplace that promotes and values diversity.#digitech",https://jobs.dayforcehcm.com/en-US/sarnova/CANDIDATEPORTAL/jobs/1141?utm_source=remotenurseconnection&utm_medium=jobboard,"Coding, Emergency Medicine | Urgent Care, Entry Level, Licensed Practical Nurse | LPN | LVN, Quality, Registered Nurse | RN",Remote Nurse Connection,2026-07-19T10:34:50.155718
