job_title,company,date_posted,location,remote_status,employment_type,schedule,license_requirements,salary_range,job_description,apply_link,specialties,source_site,scraped_at
RN: CARE ACCESS/TRIAGE,North Memorial Health,2026-09-18,Remote,Remote,Full-time,"Days, Evenings, 12hr shifts, Nights",Must Be Licensed In: Minnesota,$39.14 - $50.84 Hourly,"The Care Access Nurse Line Nurse uses the nursing process in coordinating all aspects of care for patients. The Nurse applies telephonic communication with and/or regarding an established patient or non-North Memorial established patient in which the Nurse utilzes medically approved nursing protocols to determine urgency of the customer's needs, and appropriate level of care; clinical judgement; and clinical care coordination.The Nurse works towards providing clinical support and coordination to all North Memorial Health Programs. The Nurse maximizes the customer's health outcomes by utilizing standard protocols in triaging, coordinating, and communicating patient care needs. The Nurse executes the Standards of Nursing Practice including: assessment; nursing diagnosis; outcome identification; planning, implementation; and evaluation.The Nurse will provide education, advice, and facilitate communication between patients and North Memorial Health providers, clinics, and departments. At all times, the Nurse helps to foster a team-based, supportive, and collaborative care and work environment, including documenting within the electronic medical record. The scope of practice includes the care of neonates, infants, pediatrics young adults, and older adults throughout the life cycle. Requirements Education * Graduate from an accredited school of Nursing Experience Experience * 3+ years of nursing experience in a hospital, acute care or clinic setting required. * Experience with EPIC Electronic Health Record preferred. Knowledge, Skills and Abilities * Typing test minimum 40+ WPM required. * Skilled in Microsoft Word, Excel, and Outlook email or similar email software * High speed internet required (unable to support satellite internet) * Ability to provide telephone nursing assessment of the actual or potential health needs of an individual and provide nursing care such as teaching, counseling, case finding and referral to other health resources and evaluates t",https://app.nursefern.com,Triage,NurseFern,2026-09-19T12:56:27.769746
PER DIEM RN CASE MANAGER - UTILIZATION MANAGEMENT - DAYS - REMOTE,UCI Health,2026-09-18,Remote,Remote,PRN/Per Diem,Days,Must Be Licensed In: California,$77 - $77 Hourly,"Incumbent is responsible for implementing the utilization management process for patients admitted to the hospital. Monitors and coordinates resource utilization throughout the health system and evaluates services provided. Performs inpatient admission and concurrent review functions utilizing medical staff-approved decision support criteria (InterQual Intensity of Service, Severity of Illness criteria). Reviews clinical documentation, communicates with physician and other clinical staff to ensure documentation accurately reflects the patient's severity of illness, and collaborates with health plans/ payors by providing clinical information as required. Analyzes and identifies utilization patterns and trends and participates in denial prevention and management, appeals, special studies, projects, audits, or routine utilization monitoring activities while ensuring compliance with applicable regulatory, payer and organizational requirements What It Takes to be Successful Required Qualifications: Must possess the skill, knowledge, and ability essential to the successful performance of assigned duties Must possess complete understanding of acuity levels for specific patient population Must demonstrate customer service skills appropriate to the job Minimum 5 years of clinical experience and 1 year of previous Case Management experience or a UCI employee who meets the clinical requirements and has a BSN. Knowledge of standard office equipment (i.e., calculator, fax, photocopier) and personal computer and computer software skills (i.e., MS Windows, Excel, Access, Word, PowerPoint, internet, e-mail). Windows computer skills including proficient use of keyboarding, use of mouse or keys for functions such as selecting items, use of drop-down menus, scroll bars, opening folders, copying and similar operations required upon employment or within the 1st two weeks of employment to perform the essential functions of the job Familiarity of Joint Commission, CMS, CDPH and CCS re",https://app.nursefern.com,"Case Management (CM), Utilization Review & Management (UR/UM)",NurseFern,2026-09-19T12:56:31.935255
RN CASE MANAGER EX - UTILIZATION MANAGEMENT - DAYS - REMOTE - IRVINE,UCI Health,2026-09-18,Remote,Remote,Full-time,Days,Must Be Licensed In: California,"$68,860 - $100,340 Salary","Incumbent is responsible for implementing the utilization management process for patients admitted to the hospital. Monitors and coordinates resource utilization throughout the health system and evaluates services provided. Performs inpatient admission and concurrent review functions utilizing medical staff-approved decision support criteria (InterQual Intensity of Service, Severity of Illness criteria). Reviews clinical documentation, communicates with physician and other clinical staff to ensure documentation accurately reflects the patient's severity of illness, and collaborates with health plans/ payors by providing clinical information as required. Analyzes and identifies utilization patterns and trends and participates in denial prevention and management, appeals, special studies, projects, audits, or routine utilization monitoring activities while ensuring compliance with applicable regulatory, payer and organizational requirements. What It Takes to be Successful Required Qualifications: Working knowledge of acute-care utilization management criteria and decision-support tools, including InterQual and/or MCG Proficient in Microsoft Office suite (Excel, Word, PowerPoint, Access) Must possess the skill, knowledge, and ability essential to the successful performance of assigned duties. Must possess complete understanding of acuity levels for the adult patient population Must demonstrate customer service skills appropriate to the job Minimum 5 years of recent clinical experience (within the last 10 years) in an acute care adult setting and 1 year of previous Case Management, Utilization Management, or a related acute care coordination experience for the adult population. Knowledge of payer authorization and concurrent review processes, including submission of clinical information, continued-stay reviews, and communication with health plans and medical groups. Knowledge of denial prevention, denial management, retrospective review, appeals, and/or peer-to-peer",https://app.nursefern.com,Utilization Review & Management (UR/UM),NurseFern,2026-09-19T12:56:34.014356
CALL CENTER: TELECARE REGISTERED NURSE (RN) -LOCAL REMOTE ROLE,Vitas,2026-09-18,Remote,Remote,Full-time,,"Must Be Licensed In: Compact, Arizona",$36 - $41 Hourly,"The VITAS Telecare RN is a member of the interdisciplinary team who is the pivotal person responsible for identifying the physical, psychological, social, and spiritual needs of those patients and families needing assistance after normal business hours. He or she initiates appropriate interventions to the patients and families by utilizing the nursing process, the VITAS Palliative Care Guide, and Telecare Protocols during alternate hours. Salary Range: $36-$41/Hr Provides clinical assessment and intervention utilizing the nursing process, VITAS Palliative Care Guide, and Triage Protocols. Serves as the patient and family advocate by communicating with the attending physicians, long term care facility staff, case managers, and others external to VITAS as necessary. Provides collaboration with LPN/LVN's. Coordinates all service delivery after hours including patient and family education, dispatching of interdisciplinary visits, and coordination of services with external vendors and resources as needed. Provides support and collaboration with Telecare staff to ensure favorable patient outcomes. Provides bereavement support to families. Documents interactions with patients, families, contacts, and vendors in the patient record to include the assessment, plan of care, caller agreement to the plan, any actions and interventions and the resolution of each patient/family interaction. Reviews all entries in the record made by Telecare LPN/LVN's and Patient Care Coordinators and ensures compliance with documentation Standards. Participates in the orientation of new team members as assigned by the supervising manager. Attends regularly scheduled in-services, staff meetings, and educational conferences. Develops and achieves professional growth goals and objectives, and reviews with supervising manager on a monthly basis. Seeks certification in the specialty of hospice nursing when qualified to do so. Instructs and documents appropriate use of medications, home medical",https://app.nursefern.com,Triage,NurseFern,2026-09-19T12:56:36.104212
APC TELEHEALTH/VIRTUALIST - ON-DEMAND URGENT CARE,Jefferson Health,2026-09-18,Remote,Remote,Full-time,,"Must Be Licensed In: Delaware, New Jersey, Pennsylvania",$0 - $0 Salary,"Degree Required: DNP, MSN/MSRN, or PA equivalent Position Type: Remote Full-Time (0.6-1.0 cFTE) Day and Nocturnist Positions Available Work Environment: Telehealth / Virtual Urgent Care (Work from home) Visa Sponsorship: No Job Description Advanced Practice Clinician (APC)-Nurse Practitioner (NP) or Physician Assistant (PA)- to join our growing Telehealth/Virtualist On-Demand Urgent Care team. This remote position supports Jefferson's On-Demand care platform by delivering high-quality, patient-centered virtual urgent care services. Providers must reside in PA, NJ, or DE and must obtain and maintain active licensure in all three states. A valid Pennsylvania DEA is required at the start of employment. Responsibilities Assessment & Management Conduct comprehensive virtual patient evaluations including detailed histories and telehealth-appropriate physical assessments. Order and interpret diagnostic studies when clinically appropriate. Manage acute urgent care complaints, providing safe and effective treatment via telehealth modalities. Assess for risks associated with acute illness including medication effects, hydration status, worsening symptoms, and need for inperson escalation. Diagnosis Collaborate with the interdisciplinary team to diagnose acute and episodic conditions commonly treated in virtual urgent care. Develop and prioritize differential diagnoses. Recognize complications requiring escalation and coordinate referrals to in-person care when necessary. Formulation of Care Plan Establish evidence-based treatment plans tailored to virtual urgent care. Prescribe medications, diagnostics, and interventions in accordance with telehealth clinical guidelines. Modify care plans based on follow-up, evolving symptoms, or patient needs. Documentation Document all telehealth encounters in the EMR (EPIC), including assessment, plan of care, orders, and follow-up recommendations. Ensure documentation meets standards for telehealth compliance, quality, and acu",https://app.nursefern.com,Telehealth,NurseFern,2026-09-19T12:56:38.186809
UTILIZATION REVIEW RN - DENIALS,Ensemble,2026-09-18,Remote,Remote,Full-time,Days,"Must Be Licensed In: Compact, State Of Residency","$63,100 - $94,650 Salary","*Must have current compact RN license, or be willing to obtain* Schedule: Monday - Friday 8:30am - 5:00pm with occasional weekend coverage We are seeking Virtual Utilization Review Specialist with at least 1 year Denials Management experience to join our team. Essential job function include: Resource Utilization Utilizes proactive triggers (diagnoses, cost criteria, and complications) to identify potential over/under utilization of services Initiates appropriate referral to physician advisor in a timely manner Understands proper utilization of health care resources and assists with identifying barriers to patient progress and collaborates with the interdisciplinary team Collaborates with financial clearance center, patient access, financial counselors and/or business office regarding billing issues related to third party payers Medical Necessity Determination Conducts medical necessity review of all admissions. Utilizes approved clinical review criteria to determine medical necessity for admissions including appropriate patient status and continued stay reviews, possibly from an offsite location Provides inpatient and observation (if indicated) clinical reviews for commercial carriers to the Financial Clearance Center (FCC) within one business day of admission Communicates all medical necessity review outcomes to in-house care management staff and relevant parties as needed Collaborates with the in-house staff and/or physician to clarify information, obtain needed documentation, present opportunities and educate regarding appropriate level of care Collaborates with the financial clearance center, patient access, financial counselors, and/or business office regarding billing issues related to third party payers Denial Management Coordinates the P2P process with the physician or physician advisor, FCC, Revenue Cycle team when necessary and when assigned and maintains documentation relevant to the appeal process. Maintains appropriate information on f",https://app.nursefern.com,Utilization Review & Management (UR/UM),NurseFern,2026-09-19T12:56:42.354166
NURSE CASE MANAGEMENT SUPERVISOR - EVERNORTH HEALTH SERVICES -REMOTE,Cigna,2026-09-18,Remote,Remote,Full-time,Days,Must Be Licensed In: State Of Residency,"$92,100 - $153,500 Salary","Provides high-level oversight, day-to-day guidance, coaching team members, resolving escalated issues, managing conflict resolution, and supporting the consistent achievement of performance goals. This role is accountable for team performance, quality, customer satisfaction, and the delivery of high-quality case management and coaching services. The supervisor provides day-to-day guidance, coaching, conflict resolution, and support for escalated issues while helping the team consistently achieve performance goals. The supervisor partners with internal teams and external stakeholders-including customers, providers, vendors, claims payors, and insurance professionals-to support business initiatives, resolve service delivery concerns, and advance operational goals. Success in this role requires sound judgment, strong relationship-building skills, and intermediate technical proficiency. Key Responsibilities Team Leadership and Performance Management Lead, coach, and develop direct reports, including case managers, health coaches, and other clinical team members. Manage day-to-day team activities and provide guidance, feedback, conflict resolution, and support for escalated issues. Monitor and evaluate performance against established key performance indicators, quality standards, financial targets, and applicable accreditation requirements, including URAC and NCQA. Conduct regular performance discussions and support compensation decisions through the performance evaluation process. Promote career development through coaching, mentoring, continuing education, and succession planning. Operational Excellence and Strategic Alignment Drive operational results by using available tools and resources to improve service delivery, outcomes, and team effectiveness. Collaborate with matrix partners to develop work plans, remove barriers, and implement corrective actions to meet business objectives. Align team priorities with the Strategic Business Plan and support corporate, c",https://app.nursefern.com,Case Management (CM),NurseFern,2026-09-19T12:56:44.437779
Senior Clinical Appeals - RN - Remote,UnitedHealth Group,2026-09-12,United States,Remote,Regular | Perm Employee,Regular | Perm Employee,Remote,$35 - $63,"Optum Insight is improving the flow of health data and information to create a more connected system. We remove friction and drive alignment between care providers and payers, and ultimately consumers. Our deep expertise in the industry and innovative technology empower us to help organizations reduce costs while improving risk management, quality and revenue growth. Ready to help us deliver results that improve lives? Join us to startCaring. Connecting. Growing together.The Senior Clinical Appeals RN utilizes subject matter expertise in MS-DRG and APR-DRG auditing to review and provide response to appeals. By partnering with the original auditor, review medical records, and other information to author a rebuttal or agreement with the facility. This person will be instrumental in providing coaching and education to our remote DRG Validation Specialists utilizing core coding and clinical information. We are seeking self-motivated, solution-oriented and skilled problem solvers who provide written documentation under tight deadlines. As a Sr Clinical Appeals RN, you will derive key insights from the appeals and provide guidance and direction to fellow auditors across our business.You'll enjoy the flexibility to work remotely * from anywhere within the U.S. as you take on some tough challenges.Primary Responsibilities:Analyze scope and resolution of DRG AppealsRespond to Level one, two or higher appealsPerform complex conceptual analysesIdentify risk factors, comorbidities, and adverse events, to determine if overpayment or claim adjustment is neededReview governmental regulations and payer protocols and / or medical policy to recommend appropriate actionsResearch and prepare written appealsExercise clinical and/or coding judgment and experienceCollaborate with existing auditors, quality and leadership team to seek to understand, and review medical records pertaining to impacted claimsNavigate through web-based portals and independently utilizes other online tools and resources including but not limited to word, adobe, excelServe as a key resource on complex and / or critical issues and help develop innovative solutionsDefine and document / communicate business requirementsYou'll be rewarded and recognized for your performance in an environment that will challenge you and give you clear direction on what it takes to succeed in your role as well as provide development for other roles you may be interested in.Required Qualifications:Unrestricted RN (registered nurse) license in your state of residenceCCS or CIC certification or willing to obtain within 6 months of hire2+ years of ICD -10-CM coding including but not limited to; knowledge of principal diagnosis selection, complications/comorbidities (CCs) and major complications/comorbidities (MCCs), and conditions that impact severity of illness (SOI) and risk of mortality (ROM)2+ years of ICD-10-PCS coding including but not limited to; knowledge of the structural components of PCS including but not limited to; selection of appropriate body systems, root operations, body parts, approaches, devices, and qualifiersPreferred Qualifications:An existing coding certification, such as RHIT (registered health information technician), RHIA (registered health information administrator), CDIP (certified documentation improvement practitioner), CCS (certified coding specialist), or CIC (certified inpatient coder)3+ years of MS DRG/APR DRG coding experience in a hospital environment with knowledge of ICD-10 Official Coding Guidelines and DRG reimbursement methodologiesManaged care experienceHealthcare claims experienceInvestigation and/or auditing experienceKnowledge of health insurance business, industry terminology, and regulatory guidelinesProficiency with MS Excel, including the ability to create/edit spreadsheets and use sort/filter function*All employees working remotely will be required to adhere to UnitedHealth Group's Telecommuter PolicyPay is based on several factors including but not limited to local labor markets, education, work experience, certifications, etc. In addition to your salary, we offer benefits such as, a comprehensive benefits package, incentive and recognition programs, equity stock purchase and 401k contribution (all benefits are subject to eligibility requirements). No matter where or when you begin a career with us, you'll find a far-reaching choice of benefits and incentives. The hourly pay for this role will range from $35 - $63 per hour based on full-time employment. We comply with all minimum wage laws as applicable.Application Deadline:This will be posted for a minimum of 2 business days or until a sufficient candidate pool has been collected. Job posting may come down early due to volume of applicants.At UnitedHealth Group, our mission is to help people live healthier lives and make the health system work better for everyone. We believe everyone-of every race, gender, sexuality, age, location and income-deserves the opportunity to live their...",https://uhg.taleo.net/careersection/10000/jobdetail.ftl?job=2384307&lang=en&utm_source=remotenurseconnection&utm_medium=jobboard,"Appeals | Denials, Coding, Registered Nurse | RN",Remote Nurse Connection,2026-09-19T12:56:01.029507
