job_title,company,date_posted,location,remote_status,employment_type,schedule,license_requirements,salary_range,job_description,apply_link,specialties,source_site,scraped_at
"CARE ALLY, RN CASE MANAGER (HYBRID ROLE)",Curana,2026-06-19,Remote,Hybrid,Full-time,Days,Must Be Licensed In: Virginia,$0 - $0 Salary,"The Care Ally, Case Manager is a key member of the interdisciplinary care team (ICT). They use a collaborative process of assessment, planning, implementing, coordinating, monitoring, and evaluating options and services required to meet the members health and social needs. They act as a liaison between our Members, their Responsible Parties and/or Power of Attorneys (RP/POAs), Advance Plan Provider/PCP, and key Align Senior Care stakeholders. The Care Ally, Case Manager reports to the Supervisor of Case Management. Essential Duties & Responsibilities Responsibilities Executes on strategies and goals set by the Align Senior Care Board of Directors, the Senior Leadership Team, and Executive Director for managing and improving overall Member experience. Contacts Plan members to conduct a comprehensive health assessment of the individual, develop a plan of care, and participate in the facilities interdisciplinary care team meeting. Serves as health coach to educate the member, the family and/or caregiver, about disease status and treatment, plan benefits, community resources, and resource options Collaborates with members of the interdisciplinary care team and medical director(s) to facilitate appropriate treatment for members Routinely follows up with member as scheduled to assess progress towards goals Communicates with the member and/or caregiver to assist with the development of health goals and identify interventions to achieve these goals Provide patient-centered intervention, such as making and verifying appointments, performing medication and care compliance initiatives. Acts as front-line support with Members and their RP/POAs to ensure the needs of the Member are met. Serves as a connection point among Members, their Communities, their Care Team, and Align Senior Care internal departments. Regularly engages Align Senior Care Members and RP/POAs in-person or by phone to provide education and assistance with utilizing Align Senior Care benefits. Including but",https://app.nursefern.com,Case Management (CM),NurseFern,2026-06-20T11:20:15.273853
APPEALS NURSE (RN) ANALYST,Johns Hopkins,2026-06-19,Remote,Remote,Full-time,Days,Must Be Licensed In: Maryland,$36.31 - $56.28 Hourly,"Requisition #:667278 Location:Johns Hopkins Health Plans, Hanover, MD 21076 Category:Nursing Schedule:Day Shift Employment Type:Full Time Position Summary: Responsible for the timely review and resolution of clinical appeals submitted by providers and members across all lines of business. Communicates appeal determinations in accordance with regulatory requirements and serves as a clinical resource to support non-clinical staff with administrative denials and coding-related appeals. Maintains accurate tracking of appeals through logs, databases, and reporting tools. Education: Graduate of an accredited school of nursing required; BSN preferred. Licensure/Certification: Current Registered Nurse (RN) license in the State of Maryland required. Experience: Minimum of three (3) years of acute care nursing experience required. Prior experience within a health insurance or payer environment strongly preferred, including case management, utilization management, appeals, or claims processing. Experience participating in quality improvement initiatives is a plus. Salary Range: Minimum 36.31/hour - Maximum 56.28/hour. Compensation will be commensurate with equity and experience for roles of similar scope and responsibility. In cases where the range is displayed as a $0 amount, salary discussions will occur during candidate screening calls, before any subsequent compensation discussion is held between the candidate and any hiring authority. The Hospital reserves the right to modify employee schedules as needed. We are committed to creating a welcoming and inclusive environment, where we embrace and celebrate our differences, where all employees feel valued, contribute to our mission of serving the community, and engage in equitable healthcare delivery and workforce practices. Johns Hopkins Health System and its affiliates are drug-free workplace employers. Johns Hopkins Health System and its affiliates are an Equal Opportunity employer. All qualified applicants will rec",https://app.nursefern.com,"Utilization Review & Management (UR/UM), Denials & Appeals, Quality",NurseFern,2026-06-20T11:20:17.361273
ICU CLINICAL DOCUMENTATION INTEGRITY REGISTERED NURSE RN- HYBRID,Conifer,2026-06-19,Remote,Hybrid,Full-time,Days,Must Be Licensed In: Alabama,$0 - $0 Salary,"HYBRID ROLE MUST LIVE WITHIN 1 HOUR OF BIRMINGHAM, AL JOB SUMMARY Responsible for reviewing medical records to facilitate and obtain appropriate physician documentation for any clinical conditions or procedures to support the appropriate severity of illness, expected risk of mortality, and complexity of care of the patient, by improving the quality of the physicians' clinical documentation. Exhibits a sufficient knowledge of clinical documentation requirements, MS-DRG Assignment, and clinical conditions and/or procedures. Educates members of the patient care team regarding documentation guidelines, including the following: attending physicians, allied health practitioners, nursing, and case management. ESSENTIAL DUTIES AND RESPONSIBILITIES Include the following. Others may be assigned. 1. Record Review: *Completes initial medical records reviews of patient records within 24-48 hours of admission for a specified patient population to: (a) evaluate documentation to assign the principal diagnosis, pertinent secondary diagnoses, and procedures for accurate MS-DRG assignment, risk of mortality and severity of illness; and (b) record in business partner designated CDI tool and/or host medical record system. *Conducts follow-up reviews of patients every 24-48 hours or as needed up through discharge to support assigned working MS-DRG assignment upon patient discharge, as necessary. *Formulate physician queries regarding missing, unclear, or conflicting health record documentation by requesting and obtaining additional documentation within the health record, as necessary. *Collaborates with providers, case managers, nursing staff and other ancillary staff regarding documentation and to resolve physician queries prior to discharge. 2.CDI *Communicates/Completes Clinical Documentation Integrity (CDI) activities and coding issues (lacking documentation, physician queries, etc.) for appropriate follow-up, provider education and DRG Miss-Match reconciliation. *Assis",https://app.nursefern.com,Clinical Documentation Integrity (CDI),NurseFern,2026-06-20T11:20:19.478687
CDI CLINICAL DOCUMENTATION INTEGRITY REGISTERED NURSE RN- HYBRID,Conifer,2026-06-19,Remote,Hybrid,Full-time,Days,Must Be Licensed In: Alabama,$0 - $0 Salary,"HYBRID ROLE MUST LIVE WITHIN 1 HOUR OF Anniston, AL JOB SUMMARY Responsible for reviewing medical records to facilitate and obtain appropriate physician documentation for any clinical conditions or procedures to support the appropriate severity of illness, expected risk of mortality, and complexity of care of the patient, by improving the quality of the physicians' clinical documentation. Exhibits a sufficient knowledge of clinical documentation requirements, MS-DRG Assignment, and clinical conditions and/or procedures. Educates members of the patient care team regarding documentation guidelines, including the following: attending physicians, allied health practitioners, nursing, and case management. ESSENTIAL DUTIES AND RESPONSIBILITIES Include the following. Others may be assigned. 1. Record Review: *Completes initial medical records reviews of patient records within 24-48 hours of admission for a specified patient population to: (a) evaluate documentation to assign the principal diagnosis, pertinent secondary diagnoses, and procedures for accurate MS-DRG assignment, risk of mortality and severity of illness; and (b) record in business partner designated CDI tool and/or host medical record system. *Conducts follow-up reviews of patients every 24-48 hours or as needed up through discharge to support assigned working MS-DRG assignment upon patient discharge, as necessary. *Formulate physician queries regarding missing, unclear, or conflicting health record documentation by requesting and obtaining additional documentation within the health record, as necessary. *Collaborates with providers, case managers, nursing staff and other ancillary staff regarding documentation and to resolve physician queries prior to discharge. 2.CDI *Communicates/Completes Clinical Documentation Integrity (CDI) activities and coding issues (lacking documentation, physician queries, etc.) for appropriate follow-up, provider education and DRG Miss-Match reconciliation. *Assists",https://app.nursefern.com,Clinical Documentation Integrity (CDI),NurseFern,2026-06-20T11:20:21.561610
CLINICAL DOCUMENT SPECIALIST I PRN,AdventHealth,2026-06-19,Remote,Remote,PRN/Per Diem,Days,Must Be Licensed In: Florida,$31.82 - $59.17 Salary,"Joining AdventHealth is about being part of something bigger. It's about belonging to a community that believes in the wholeness of each person, and serves to uplift others in body, mind and spirit. AdventHealth is a place where you can thrive professionally, and grow spiritually, by Extending the Healing Ministry of Christ. Where you will be valued for who you are and the unique experiences you bring to our purpose-minded team. All while understanding that together we are even better. Schedule: PRN Shift: Day (United States of America) Address: 301 MEMORIAL MEDICAL PKWY City: DAYTONA BEACH State: Florida Postal Code: 32117 Job Description: Reviews concurrent medical records for compliance, completeness, and accuracy regarding severity of illness (SOI), risk of mortality (ROM), and quality. Completes accurate and timely record reviews to ensure the integrity of documentation compliance. Inputs data accurately into software, resulting in precise metrics obtained through the reconciliation process. Recognizes opportunities for documentation improvement using strong critical-thinking skills. Initiates and formulates CDI severity worksheets and clinically credible clarifications for inpatients, presenting opportunities for improved documentation compliance to clinical team members. Knowledge, Skills, and Abilities: * Excellent interpersonal skills including excellent verbal and written communication skills; proficient in and demonstrates excellent physician relations. [Required] * Able to organize and present information clearly and concisely; excellent computer and keyboarding skills; ability to use multiple software programs simultaneously; high degree of prioritization skills. [Required] * Ability to learn/develop and fine-tune the skills necessary to perform optimally as a Clinical Documentation Specialist. [Required] * Dependable, self-motivated and pleasant. [Required] * Utilize and demonstrate excellent critical-thinking, problem-solving and de",https://app.nursefern.com,Clinical Documentation Integrity (CDI),NurseFern,2026-06-20T11:20:23.642040
"TRIAGE LICENSED PRACTICAL NURSE, LPN",,2026-06-19,Remote,Remote,Full-time,,Must Be Licensed In: Compact,$25 - $30 Hourly,"Position: LPN, Licensed Practical Nurse P Pay: $25 / hr. - $30 / hr. Depending on experience The Triage LPN answers, monitors, and returns calls/communications related to Caris Healthcare patients working under the supervision of an RN and/or in consultation with or under the direction of Physicians or Nurse Practitioners. Must recognize physical, psychosocial, and spiritual aspects of care. Accurately identify patients with at-risk conditions, while supporting all triage processes, works within the LPN scope of practice as defined by the Board of Nursing and Caris Healthcare policies and procedures. The LPN may contribute to nursing assessment and development of plan of care but may not independently assess or make clinical decisions based on their singular clinical judgment. This will be a remote position. Flexible schedule: Mon - Thurs 5pm to 5 am alternating / Fri 10pm-5 am alternating / Sat and Sun 12pm to 10 pm alternating Caris Healthcare's mission is to provide hospice care with grace. Serving patients throughout the Southeast region, we support our team members, patients and their families with compassion, accountability, respect, integrity and service. If you are ready for a rewarding career with a company that offers employees a culture of integrity and excellence, consider joining the Caris Healthcare team. At Caris, you will have a career, not just a job. Our mission driven culture is evident by our current employees and the impact made on patients and families. All Caris team members commit to The Better Way, a list of promises we make to each other and our customers. The Better Way commitment is reflected in the benefits we provide. Benefits include: Competitive Salary Bonus Eligibility Eligible for benefits within 60 days Health Benefits (Medical, Dental, Vision); health savings account Earned Time Off 401 (K) plan with company match Paid Training Mileage Reimbursement Tuition Reimbursement Flexible Scheduling Career Advancement Opp",https://app.nursefern.com,Triage,NurseFern,2026-06-20T11:20:29.892224
NURSE DATA ABSTRACTOR (PART TIME),,2026-06-19,Remote,Remote,Part-time,Days,"Must Be Licensed In: State Of Residency, United States",$0 - $0 Salary,"Pedestal Health (formerly Target RWE) combines deep health system partnerships, longitudinal data curation at scale, and modern study design to build continuous, high-quality evidence for life sciences organizations. The company partners with pharmaceutical and biotech companies, providers and payers to generate rigorous, multimodal evidence that supports clinical, regulatory and strategic decision-making across the full lifecycle of care. Pedestal Health is committed to advancing medical decision making to improve outcomes for patients. Pedestal Health is a Highlander Health company. Learn more at pedestalhealth.com. The Role We are seeking a Nurse Data Abstractor to remotely support deliverables across all therapeutic lines. This role plays an integral part in meeting and exceeding client expectations, advancing Pedestal Health's position as an industry leader in real-world evidence. What You'll Do Perform clinical data abstraction based upon project-specific requirements. Provide input and recommendations to improve overall abstraction projects, including abstraction guidelines, educational resources, clinical insights, and workflow suggestions. Attend project meetings and training as requested. Assist in User Acceptance Testing (UAT) to test abstraction guidelines, workflows, and education materials. Maintain current knowledge of project requirements related to clinical data abstraction. Track completion of assigned work to ensure required benchmarks are met and report status as needed. Maintain abstraction accuracy at or above project-defined quality thresholds. Meet project-defined case volume and turnaround targets as communicated by the project team. Protect the confidential nature of all clinical data, maintaining strict confidentiality and security of all home-based and remote clinical data/PHI containing copies and electronic files. Support the team on projects and priorities as business needs arise. What You'll Bring Associate's degree in nursing r",https://app.nursefern.com,Data Abstraction,NurseFern,2026-06-20T11:20:31.975111
"REGISTERED NURSE I, ONCOLOGY - EXPERT MEDICAL OPINION",,2026-06-19,Remote,Remote,Full-time,Days,Must Be Licensed In: State Of Residency,"$85,000 - $90,000 Salary","Transcarent's Expert Medical Opinion is currently Recruiting for a Full Time Oncology Registered Nurse I. If you have Oncology experience, this position is for you! This position is a Remote position. Applicants will be required to work 9am to 6pm CST. As an Oncology Registered Nurse I, you will be responsible for managing the member's clinical experience from the point of request, through the desired outcome. Responsibilities Activate new member account, draft member medical history and identify the goal of the consult Accurately enter necessary information into Case Management Software Identify appropriate medical records needed and follow 2nd.MD protocol for release of information forms Work closely with HIT (Health Information Technician) to organize medical records for specialist Identify the most appropriate 2nd.MD Specialist relative to the member's condition and goal of the consult Coordinate video or phone consult with member and specialist Schedule 2nd.MD Monitor in advance of consult Troubleshoot and address issues prior to consult as needed Conduct ongoing follow-up, immediately after the consult and as needed to ensure member achieves the desired outcome Review specialist notes post-consult and make available to member Facilitate local recommendations as needed, and communicate with local primary care physician or specialist post-consult as needed Participate in weekly Care Team meetings Assist Account Management in enhancing vendor partner relationships Company Lead Case Manager assumes the liaison role, ensuring ongoing communication and reporting to the designated company Assist Nurse Manager and Chief Clinical Officer with special projects as needed Identify appropriate cases for testimonials Qualifications RN with minimum of three years' experience Communication skills, time management, organization, attention to detail, professionalism, critical thinking, interpersonal skills, experience navigating through multiple technology",https://app.nursefern.com,"Nurse Consultant, Quality",NurseFern,2026-06-20T11:20:34.062321
CDI SPECIALIST - FLOAT POOL TEAM,Ensemble,2026-06-19,Remote,Remote,Full-time,Days,Must Be Licensed In: State Of Residency,"$80,000 - $80,000 Salary","CAREER OPPORTUNITY OFFERING: Bonus Incentives Paid Certifications Tuition Reimbursement Comprehensive Benefits Career Advancement The Base Salary for this role is $80,000 The CDI Specialist facilitates and obtains appropriate physician documentation for any patient clinical condition or procedure to support the appropriate severity of illness, expected risk of mortality, and complexity of care as documented in patient medical records. Extensive medical record review and interaction with physicians, nursing staff, other patient care givers and HIM coding professionals is done to ensure the documentation is complete and accurate. Job Responsibilities: Completes initial patient medical record review within 24-48 hours of patient's admission; completes subsequent reviews of patient's medical record reviews every 24-48 hours and enters review findings in CDE software system Assigns Principal diagnosis, CC/MCC (complication and comorbidity/major complication and comorbidity), evaluate for Severity of Illness (SOI) and Risk of Mortality (ROM) on all patients while in-house. Assigns working ICD-10-CM and PCS codes and DRG (Diagnosis Related Group) using encoder in CDE software. Clarifies with physicians regarding missing, unclear, unsupported or conflicting health record documentation by requesting and obtaining additional documentation from physicians when needed. Face to face physician interaction and written clarifications are used. Educates key healthcare providers such as physicians, nurse practitioners, allied health professionals, nursing and care coordination regarding clinical documentation improvement, documentation guidelines and the need for accurate and complete documentation in the health record. Partners with coding professionals to ensure accuracy of diagnostic and procedural data and completeness of supporting documentation to determine the working and final DRG assignment. Reviews DRG denial letters and writes denial appeal letters. Col",https://app.nursefern.com,Clinical Documentation Integrity (CDI),NurseFern,2026-06-20T11:20:36.143524
"REGISTERED NURSE RN, 3-11:30 PM, CALL CENTER - REMOTE IN CT",UnitedHealth Group,2026-06-19,Remote,Remote,Full-time,Evenings,Must Be Licensed In: Connecticut,$29 - $52 Hourly,"ProHealth Physicians (CT), part of the Optum family of businesses, is seeking a Remote Registered Nurse RN to join our team in Farmington, CT. Optum is a clinician-led care organization that is changing the way clinicians work and live. As a member of the Optum Care Delivery team, you'll be an integral part of our vision to make healthcare better for everyone. At Optum, you'll have the clinical resources, data and support of a global organization behind you so you can help your patients live healthier lives. We believe you deserve an exceptional career, and will empower you to live your best life at work and at home. Experience the fulfillment of advancing the health of your community with the excitement of contributing new practice ideas and initiatives that could help improve care for millions of patients across the country. Because together, we have the power to make health care better for everyone. Join us and discover how rewarding medicine can be while Caring. Connecting. Growing together. Are you ready to make a positive impact in health care? If so, you're the missing piece in our care team. As part of the Optum and UnitedHealth Group family, ProHealth Physicians offers new opportunities for growth. Here, you'll experience: Exceptional teamwork Robust medical resources Passionate professionals with a focus on patient-centered care Position Details: Location: Connecticut Department: Nursing Call Center Schedule: 40 hours/weekly, Monday through Friday 3:00PM - 11:30PM. Fully remote. This position includes every other weekend and every other holiday. The RN is responsible for delivery of patient care to individuals, and families through telephone calls with patients with varying levels of acuity and medical concerns. RN addresses patients' wellness, acute illness, chronic disease, disability and end of life needs while maintaining the standards of professional nursing practice. The RN assists with patient inquires including questions related to medi",https://app.nursefern.com,Triage,NurseFern,2026-06-20T11:20:38.233632
